data,Bateria,Velocidade do Vento 10m,Intensidade Precipitação do Disdrômetro,Precipitação Acumulada do Disdrômetro,Direção do Vento 10m,Corrente Painel Solar
2015-01-08 13:45:00,13.11,3.8,20.46,0.0,120.0,
2015-01-08 14:45:00,13.23,3.4,20.46,0.0,115.0,
2015-01-08 15:45:00,13.29,3.6,20.46,0.0,110.0,
2015-01-08 16:45:00,13.61,3.3,20.46,0.0,135.0,
2015-01-08 17:45:00,13.71,3.4,20.46,0.0,139.0,
2015-01-08 18:45:00,13.64,3.6,20.46,0.0,130.0,
2015-01-08 19:45:00,13.61,3.2,20.46,0.0,134.0,
2015-01-08 20:45:00,13.54,3.2,20.46,0.0,116.0,
2015-01-08 21:45:00,12.81,3.0,20.46,0.0,135.0,315.0
2015-01-08 22:45:00,12.71,1.7,20.46,0.0,132.0,
2015-01-08 23:45:00,12.69,,20.46,0.0,26.0,
2015-01-09 00:45:00,12.66,,20.46,0.0,17.0,
2015-01-09 01:45:00,12.64,2.6,20.46,0.0,13.0,
2015-01-09 02:45:00,12.62,3.1,20.46,0.0,38.0,
2015-01-09 03:45:00,12.6,3.0,20.46,0.0,58.0,
2015-01-09 04:45:00,12.58,2.2,20.46,0.0,33.0,
2015-01-09 05:45:00,12.56,1.3,20.46,0.0,20.0,
2015-01-09 06:45:00,12.54,1.7,20.46,0.0,42.0,
2015-01-09 07:45:00,12.52,1.9,20.46,0.0,88.0,
2015-01-09 08:45:00,12.5,2.5,20.46,0.0,103.0,
2015-01-09 09:45:00,12.49,2.0,20.46,0.0,123.0,31.0
2015-01-09 10:45:00,12.55,1.7,20.46,0.0,99.0,161.0
2015-01-09 11:45:00,12.69,3.2,20.46,0.0,125.0,279.0
2015-01-09 12:45:00,12.93,3.8,20.49,0.0,125.0,467.0
2015-01-09 13:45:00,13.01,3.7,20.49,0.0,145.0,573.0
2015-01-09 14:45:00,13.04,3.9,20.49,0.0,154.0,
2015-01-09 15:45:00,13.13,3.3,20.49,0.0,151.0,
2015-01-09 16:45:00,13.62,3.0,20.49,0.0,109.0,
2015-01-09 17:45:00,13.69,2.7,20.49,0.0,124.0,
2015-01-09 18:45:00,13.52,3.2,20.49,0.0,105.0,
2015-01-09 19:45:00,13.53,3.4,20.49,0.0,106.0,
2015-01-09 20:45:00,13.03,3.5,20.49,0.0,128.0,
2015-01-09 21:45:00,12.75,2.3,20.49,0.0,119.0,211.0
2015-01-09 22:45:00,12.7,1.2,20.49,0.0,129.0,
2015-01-09 23:45:00,12.68,,20.49,0.0,150.0,
2015-01-10 00:45:00,12.66,1.0,20.49,0.0,29.0,
2015-01-10 01:45:00,12.64,1.6,20.49,0.0,30.0,
2015-01-10 02:45:00,12.62,3.2,20.49,0.0,43.0,
2015-01-10 03:45:00,12.59,3.5,20.49,0.0,46.0,
2015-01-10 04:45:00,12.57,2.4,20.49,0.0,69.0,
2015-01-10 05:45:00,12.55,1.1,20.49,0.0,98.0,
2015-01-10 06:45:00,12.53,1.7,20.49,0.0,76.0,
2015-01-10 07:45:00,12.51,2.1,20.49,0.0,94.0,
2015-01-10 08:45:00,12.49,1.8,20.49,0.0,102.0,
2015-01-10 09:45:00,12.48,1.7,20.49,0.0,95.0,36.0
2015-01-10 10:45:00,12.55,1.5,20.49,0.0,163.0,176.0
2015-01-10 11:45:00,12.68,1.8,20.49,0.0,131.0,297.0
2015-01-10 12:45:00,12.91,2.2,20.49,0.0,143.0,474.0
2015-01-10 13:45:00,12.99,2.0,20.49,0.0,132.0,591.0
2015-01-10 14:45:00,13.02,2.3,20.49,0.0,109.0,
2015-01-10 15:45:00,13.1,3.5,20.49,0.0,157.0,
2015-01-10 16:45:00,13.58,3.9,20.49,0.0,173.0,
2015-01-10 17:45:00,13.66,4.4,20.49,0.0,178.0,
2015-01-10 18:45:00,13.68,4.5,20.49,0.0,175.0,
2015-01-10 19:45:00,13.63,4.3,20.49,0.0,169.0,
2015-01-10 20:45:00,13.28,4.3,20.49,0.0,170.0,
2015-01-10 21:45:00,12.77,3.2,20.49,0.0,163.0,271.0
2015-01-10 22:45:00,12.7,1.5,20.49,0.0,137.0,
2015-01-10 23:45:00,12.68,,20.49,0.0,34.0,
2015-01-11 00:45:00,12.66,,20.49,0.0,13.0,
2015-01-11 01:45:00,12.63,3.1,20.49,0.0,24.0,
2015-01-11 02:45:00,12.61,1.9,20.49,0.0,10.0,
2015-01-11 03:45:00,12.58,2.0,20.49,0.0,22.0,
2015-01-11 04:45:00,12.56,1.9,20.49,0.0,9.0,
2015-01-11 05:45:00,12.54,1.7,20.49,0.0,7.0,
2015-01-11 06:45:00,12.52,1.5,20.49,0.0,11.0,
2015-01-11 07:45:00,12.5,1.8,20.49,0.0,86.0,
2015-01-11 08:45:00,12.48,2.2,20.49,0.0,158.0,
2015-01-11 09:45:00,12.47,2.0,20.49,0.0,130.0,34.0
2015-01-11 10:45:00,12.54,2.4,20.49,0.0,114.0,190.0
2015-01-11 11:45:00,12.72,2.1,20.49,0.0,118.0,335.0
2015-01-11 12:45:00,12.9,3.2,20.49,0.0,120.0,467.0
2015-01-11 13:45:00,12.97,4.0,20.49,0.0,95.0,574.0
2015-01-11 14:45:00,13.0,3.3,20.49,0.0,115.0,
2015-01-11 15:45:00,13.09,3.4,20.49,0.0,100.0,
2015-01-11 16:45:00,13.59,4.2,20.49,0.0,130.0,
2015-01-11 17:45:00,13.58,4.5,20.49,0.0,120.0,
2015-01-11 18:45:00,13.66,5.2,20.49,0.0,116.0,
2015-01-11 19:45:00,13.67,4.9,20.49,0.0,115.0,
2015-01-11 20:45:00,13.53,4.1,20.49,0.0,134.0,
2015-01-11 21:45:00,12.85,3.4,20.49,0.0,91.0,374.0
2015-01-11 22:45:00,12.7,3.5,20.49,0.0,99.0,
2015-01-11 23:45:00,12.67,2.7,20.49,0.0,88.0,
2015-01-12 00:45:00,12.65,3.5,20.49,0.0,58.0,
2015-01-12 01:45:00,12.62,4.9,20.49,0.0,52.0,
2015-01-12 02:45:00,12.59,3.9,20.49,0.0,42.0,
2015-01-12 03:45:00,12.57,3.3,20.49,0.0,37.0,
2015-01-12 04:45:00,12.54,3.0,20.49,0.0,37.0,
2015-01-12 05:45:00,12.52,2.2,20.49,0.0,42.0,
2015-01-12 06:45:00,12.5,2.1,20.49,0.0,62.0,
2015-01-12 07:45:00,12.48,2.6,20.49,0.0,78.0,
2015-01-12 08:45:00,12.46,3.5,20.49,0.0,97.0,
2015-01-12 09:45:00,12.44,3.4,20.49,0.0,97.0,28.0
2015-01-12 10:45:00,12.49,4.2,20.49,0.0,103.0,157.0
2015-01-12 11:45:00,12.59,5.0,20.49,0.0,121.0,270.0
2015-01-12 12:45:00,12.84,3.9,20.49,0.0,127.0,459.0
2015-01-12 13:45:00,13.03,4.0,20.49,0.0,112.0,
2015-01-12 14:45:00,13.22,4.0,20.49,0.0,133.0,
2015-01-12 15:45:00,13.3,3.7,20.49,0.0,117.0,
2015-01-12 16:45:00,13.6,3.8,20.49,0.0,118.0,
2015-01-12 17:45:00,13.58,3.8,20.49,0.0,121.0,
2015-01-12 18:45:00,13.64,4.0,20.49,0.0,124.0,
2015-01-12 19:45:00,13.65,4.3,20.49,0.0,122.0,
2015-01-12 20:45:00,13.46,3.9,20.49,0.0,118.0,
2015-01-12 21:45:00,12.75,3.3,20.49,0.0,103.0,223.0
2015-01-12 22:45:00,12.69,2.8,20.49,0.0,68.0,
2015-01-12 23:45:00,12.67,1.4,20.49,0.0,70.0,
2015-01-13 00:45:00,12.64,3.6,20.49,0.0,75.0,
2015-01-13 01:45:00,12.62,4.2,20.49,0.0,40.0,
2015-01-13 02:45:00,12.59,3.7,20.49,0.0,31.0,
2015-01-13 03:45:00,12.57,3.2,20.49,0.0,33.0,
2015-01-13 04:45:00,12.55,2.6,20.49,0.0,43.0,
2015-01-13 05:45:00,12.53,2.6,20.49,0.0,39.0,
2015-01-13 06:45:00,12.51,2.3,20.49,0.0,88.0,
2015-01-13 07:45:00,12.49,2.3,20.49,0.0,97.0,
2015-01-13 08:45:00,12.47,2.5,20.49,0.0,97.0,
2015-01-13 09:45:00,12.46,2.2,20.49,0.0,110.0,33.0
2015-01-13 10:45:00,12.52,2.7,20.49,0.0,108.0,190.0
2015-01-13 11:45:00,12.82,3.4,20.49,0.0,113.0,458.0
2015-01-13 12:45:00,13.07,4.2,20.49,0.0,115.0,
2015-01-13 13:45:00,13.24,3.7,20.54,0.0,133.0,
2015-01-13 14:45:00,13.33,4.0,20.54,0.0,119.0,
2015-01-13 15:45:00,13.34,4.3,20.54,0.0,117.0,
2015-01-13 16:45:00,13.64,4.1,20.54,0.0,111.0,
2015-01-13 17:45:00,13.67,4.2,20.54,0.0,134.0,
2015-01-13 18:45:00,13.57,3.9,20.54,0.0,120.0,
2015-01-13 19:45:00,13.57,4.0,20.54,0.0,132.0,
2015-01-13 20:45:00,13.25,3.6,20.54,0.0,128.0,
2015-01-13 21:45:00,12.86,2.6,20.54,0.0,125.0,362.0
2015-01-13 22:45:00,12.69,3.1,20.54,0.0,123.0,
2015-01-13 23:45:00,12.68,2.7,20.54,0.0,131.0,
2015-01-14 00:45:00,12.65,2.5,20.54,0.0,128.0,
2015-01-14 01:45:00,12.63,4.2,20.54,0.0,53.0,
2015-01-14 02:45:00,12.61,3.9,20.54,0.0,38.0,
2015-01-14 03:45:00,12.59,3.2,20.54,0.0,39.0,
2015-01-14 04:45:00,12.57,2.3,20.54,0.0,43.0,
2015-01-14 05:45:00,12.54,2.1,20.54,0.0,66.0,
2015-01-14 06:45:00,12.52,1.9,20.54,0.0,60.0,
2015-01-14 07:45:00,12.51,2.2,20.54,0.0,84.0,
2015-01-14 08:45:00,12.49,2.2,20.54,0.0,114.0,
2015-01-14 09:45:00,12.47,2.5,20.54,0.0,90.0,28.0
2015-01-14 10:45:00,12.52,1.7,20.54,0.0,93.0,165.0
2015-01-14 11:45:00,12.61,1.7,20.54,0.0,139.0,283.0
2015-01-14 12:45:00,12.83,2.4,20.54,0.0,136.0,445.0
2015-01-14 13:45:00,12.95,2.6,20.54,0.0,136.0,588.0
2015-01-14 14:45:00,12.98,2.6,20.54,0.0,130.0,
2015-01-14 15:45:00,13.05,2.3,20.54,0.0,128.0,
2015-01-14 16:45:00,13.55,3.6,20.54,0.0,153.0,
2015-01-14 17:45:00,13.68,3.8,20.54,0.0,117.0,
2015-01-14 18:45:00,13.64,3.7,20.54,0.0,97.0,
2015-01-14 19:45:00,13.63,3.4,20.54,0.0,119.0,
2015-01-14 20:45:00,13.49,3.5,20.54,0.0,114.0,
2015-01-14 21:45:00,12.82,2.8,20.54,0.0,123.0,311.0
2015-01-14 22:45:00,12.7,1.5,20.54,0.0,90.0,
2015-01-14 23:45:00,12.68,,20.54,0.0,65.0,
2015-01-15 00:45:00,12.65,2.2,20.54,0.0,31.0,
2015-01-15 01:45:00,12.62,3.7,20.54,0.0,28.0,
2015-01-15 02:45:00,12.6,3.3,20.54,0.0,25.0,
2015-01-15 03:45:00,12.58,2.5,20.54,0.0,31.0,
2015-01-15 04:45:00,12.55,2.3,20.54,0.0,25.0,
2015-01-15 05:45:00,12.53,1.0,20.54,0.0,348.0,
2015-01-15 06:45:00,12.51,1.5,20.54,0.0,341.0,
2015-01-15 07:45:00,12.48,1.3,20.54,0.0,13.0,
2015-01-15 08:45:00,12.47,1.5,20.54,0.0,8.0,
2015-01-15 09:45:00,12.46,,20.54,0.0,37.0,28.0
2015-01-15 10:45:00,12.53,1.9,20.54,0.0,72.0,186.0
2015-01-15 11:45:00,12.63,1.2,20.54,0.0,114.0,291.0
2015-01-15 12:45:00,12.85,3.2,20.54,0.0,125.0,459.0
2015-01-15 13:45:00,12.94,2.8,20.54,0.0,106.0,589.0
2015-01-15 14:45:00,12.97,2.9,20.54,0.0,87.0,
2015-01-15 15:45:00,13.05,3.0,20.54,0.0,79.0,
2015-01-15 16:45:00,13.53,3.0,20.54,0.0,56.0,
2015-01-15 17:45:00,13.65,2.8,20.54,0.0,82.0,
2015-01-15 18:45:00,13.65,2.8,20.54,0.0,91.0,
2015-01-15 19:45:00,13.58,2.9,20.54,0.0,93.0,
2015-01-15 20:45:00,13.23,3.2,20.54,0.0,109.0,
2015-01-15 21:45:00,12.76,3.0,20.54,0.0,117.0,195.0
2015-01-15 22:45:00,12.69,1.9,20.54,0.0,94.0,
2015-01-15 23:45:00,12.67,2.0,20.54,0.0,57.0,
2015-01-16 00:45:00,12.64,2.8,20.54,0.0,38.0,
2015-01-16 01:45:00,12.62,4.1,20.54,0.0,36.0,
2015-01-16 02:45:00,12.59,3.6,20.54,0.0,28.0,
2015-01-16 03:45:00,12.57,3.9,20.54,0.0,40.0,
2015-01-16 04:45:00,12.54,3.8,20.54,0.0,40.0,
2015-01-16 05:45:00,12.52,3.5,20.54,0.0,37.0,
2015-01-16 06:45:00,12.51,2.5,20.54,0.0,41.0,
2015-01-16 07:45:00,12.49,1.8,20.54,0.0,41.0,
2015-01-16 08:45:00,12.47,1.8,20.54,0.0,43.0,
2015-01-16 09:45:00,12.46,2.2,20.54,0.0,87.0,29.0
2015-01-16 10:45:00,12.51,2.4,20.54,0.0,104.0,166.0
2015-01-16 11:45:00,12.74,3.2,20.54,0.0,94.0,398.0
2015-01-16 12:45:00,12.99,3.7,20.54,0.0,116.0,
2015-01-16 13:45:00,12.99,2.9,20.54,0.0,132.0,
2015-01-16 14:45:00,13.09,3.0,20.54,0.0,100.0,
2015-01-16 15:45:00,13.2,2.4,20.54,0.0,151.0,
2015-01-16 16:45:00,13.53,2.2,20.54,0.0,148.0,
2015-01-16 17:45:00,13.59,2.1,20.54,0.0,155.0,
2015-01-16 18:45:00,13.5,2.7,20.54,0.0,151.0,
2015-01-16 19:45:00,13.22,2.7,20.54,0.0,139.0,
2015-01-16 20:45:00,13.03,2.6,20.54,0.0,132.0,
2015-01-16 21:45:00,12.71,2.4,20.54,0.0,131.0,114.0
2015-01-16 22:45:00,12.66,1.7,20.54,0.0,77.0,
2015-01-16 23:45:00,12.64,,20.54,0.0,39.0,
2015-01-17 00:45:00,12.63,1.2,20.54,0.0,11.0,
2015-01-17 01:45:00,12.6,3.0,20.54,0.0,36.0,
2015-01-17 02:45:00,12.58,3.3,20.54,0.0,33.0,
2015-01-17 03:45:00,12.56,3.1,20.54,0.0,35.0,
2015-01-17 04:45:00,12.53,2.2,20.54,0.0,26.0,
2015-01-17 05:45:00,12.51,2.0,20.54,0.0,56.0,
2015-01-17 06:45:00,12.49,,20.54,0.0,357.0,
2015-01-17 07:45:00,12.47,,20.54,0.0,343.0,
2015-01-17 08:45:00,12.45,1.1,20.54,0.0,332.0,
2015-01-17 09:45:00,12.44,,20.54,0.0,340.0,26.0
2015-01-17 10:45:00,12.49,,20.54,0.0,312.0,183.0
2015-01-17 11:45:00,12.62,1.4,20.54,0.0,128.0,319.0
2015-01-17 12:45:00,12.7,1.8,20.54,0.0,149.0,398.0
2015-01-17 13:45:00,12.84,1.7,20.54,0.0,166.0,537.0
2015-01-17 14:45:00,12.93,2.9,20.54,0.0,68.0,
2015-01-17 15:45:00,13.0,3.0,20.54,0.0,83.0,
2015-01-17 16:45:00,13.45,2.7,20.54,0.0,82.0,
2015-01-17 17:45:00,13.61,3.0,20.54,0.0,70.0,
2015-01-17 18:45:00,13.59,3.2,20.54,0.0,113.0,
2015-01-17 19:45:00,13.58,2.9,20.54,0.0,91.0,
2015-01-17 20:45:00,13.42,3.1,20.54,0.0,104.0,
2015-01-17 21:45:00,12.83,3.1,20.54,0.0,97.0,381.0
2015-01-17 22:45:00,12.69,2.2,20.54,0.0,90.0,
2015-01-17 23:45:00,12.67,1.6,20.54,0.0,61.0,
2015-01-18 00:45:00,12.64,4.0,20.54,0.0,29.0,
2015-01-18 01:45:00,12.61,4.9,20.54,0.0,42.0,
2015-01-18 02:45:00,12.59,4.1,20.54,0.0,33.0,
2015-01-18 03:45:00,12.56,4.0,20.54,0.0,48.0,
2015-01-18 04:45:00,12.54,3.2,20.54,0.0,36.0,
2015-01-18 05:45:00,12.51,2.6,20.54,0.0,43.0,
2015-01-18 06:45:00,12.49,1.7,20.54,0.0,11.0,
2015-01-18 07:45:00,12.49,1.7,20.54,0.0,11.0,
2015-01-18 08:45:00,12.47,1.3,20.54,0.0,358.0,
2015-01-18 09:45:00,12.43,1.3,20.54,0.0,72.0,31.0
2015-01-18 10:45:00,12.51,1.9,20.54,0.0,114.0,230.0
2015-01-18 11:45:00,12.81,2.8,20.54,0.0,112.0,543.0
2015-01-18 12:45:00,13.07,3.4,20.54,0.0,114.0,
2015-01-18 13:45:00,13.11,3.3,20.54,0.0,116.0,
2015-01-18 14:45:00,13.11,2.9,20.54,0.0,112.0,
2015-01-18 15:45:00,13.26,2.7,20.95,0.0,112.0,
2015-01-18 16:45:00,13.57,3.1,20.95,0.0,127.0,
2015-01-18 17:45:00,13.6,3.0,20.98,0.0,73.0,
2015-01-18 18:45:00,13.55,3.7,20.98,0.0,121.0,
2015-01-18 19:45:00,13.58,3.5,20.98,0.0,101.0,
2015-01-18 20:45:00,13.29,3.1,20.98,0.0,139.0,
2015-01-18 21:45:00,12.72,3.8,20.98,0.0,96.0,122.0
2015-01-18 22:45:00,12.68,4.2,20.98,0.0,29.0,
2015-01-18 23:45:00,12.65,5.0,20.98,0.0,48.0,
2015-01-19 00:45:00,12.62,4.6,20.98,0.0,33.0,
2015-01-19 01:45:00,12.59,5.5,20.98,0.0,37.0,
2015-01-19 02:45:00,12.56,4.3,20.98,0.0,31.0,
2015-01-19 03:45:00,12.55,4.0,20.98,0.0,32.0,
2015-01-19 04:45:00,12.52,3.4,20.98,0.0,35.0,
2015-01-19 05:45:00,12.5,2.3,20.98,0.0,30.0,
2015-01-19 06:45:00,12.48,2.1,20.98,0.0,31.0,
2015-01-19 07:45:00,12.46,1.8,20.98,0.0,26.0,
2015-01-19 08:45:00,12.44,1.0,20.98,0.0,4.0,
2015-01-19 09:45:00,12.44,1.3,20.98,0.0,1.0,44.0
2015-01-19 10:45:00,12.61,1.4,20.98,0.0,6.0,326.0
2015-01-19 11:45:00,12.81,1.2,20.98,0.0,45.0,480.0
2015-01-19 12:45:00,13.05,2.4,20.98,0.0,132.0,
2015-01-19 13:45:00,13.13,2.8,20.98,0.0,79.0,
2015-01-19 14:45:00,13.22,2.5,20.98,0.0,65.0,
2015-01-19 15:45:00,13.34,3.0,20.98,0.0,112.0,
2015-01-19 16:45:00,13.56,3.7,20.98,0.0,109.0,
2015-01-19 17:45:00,13.51,3.5,20.98,0.0,120.0,
2015-01-19 18:45:00,13.53,3.9,20.98,0.0,135.0,
2015-01-19 19:45:00,13.66,3.7,20.98,0.0,143.0,
2015-01-19 20:45:00,13.45,3.6,20.98,0.0,128.0,
2015-01-19 21:45:00,12.79,3.2,20.98,0.0,106.0,355.0
2015-01-19 22:45:00,12.68,4.8,20.98,0.0,52.0,
2015-01-19 23:45:00,12.66,3.8,20.98,0.0,35.0,
2015-01-20 00:45:00,12.63,4.6,20.98,0.0,46.0,
2015-01-20 01:45:00,12.61,4.8,20.98,0.0,39.0,
2015-01-20 02:45:00,12.58,4.9,20.98,0.0,42.0,
2015-01-20 03:45:00,12.56,3.7,20.98,0.0,38.0,
2015-01-20 04:45:00,12.54,3.3,20.98,0.0,37.0,
2015-01-20 05:45:00,12.52,2.3,20.98,0.0,35.0,
2015-01-20 06:45:00,12.49,1.2,20.98,0.0,23.0,
2015-01-20 07:45:00,12.47,1.4,20.98,0.0,30.0,
2015-01-20 08:45:00,12.45,,20.98,0.0,22.0,
2015-01-20 09:45:00,12.44,,20.98,0.0,5.0,33.0
2015-01-20 10:45:00,12.65,1.0,20.98,0.0,259.0,353.0
2015-01-20 11:45:00,12.82,1.7,20.98,0.0,157.0,482.0
2015-01-20 12:45:00,12.84,3.3,20.98,0.0,114.0,461.0
2015-01-20 13:45:00,12.91,2.9,20.98,0.0,114.0,587.0
2015-01-20 14:45:00,13.01,3.1,20.98,0.0,115.0,
2015-01-20 15:45:00,13.19,3.5,20.98,0.0,124.0,
2015-01-20 16:45:00,13.39,3.0,20.98,0.0,95.0,
2015-01-20 17:45:00,13.49,3.1,20.98,0.0,93.0,
2015-01-20 18:45:00,13.53,2.8,20.98,0.0,94.0,
2015-01-20 19:45:00,13.37,2.8,20.98,0.0,93.0,
2015-01-20 20:45:00,12.99,3.2,20.98,0.0,76.0,
2015-01-20 21:45:00,12.78,3.5,20.98,0.0,61.0,275.0
2015-01-20 22:45:00,12.67,2.4,20.98,0.0,62.0,
2015-01-20 23:45:00,12.65,1.9,20.98,0.0,49.0,
2015-01-21 00:45:00,12.63,3.7,20.98,0.0,30.0,
2015-01-21 01:45:00,12.6,4.6,20.98,0.0,42.0,
2015-01-21 02:45:00,12.58,4.0,20.98,0.0,39.0,
2015-01-21 03:45:00,12.55,4.0,20.98,0.0,39.0,
2015-01-21 04:45:00,12.53,1.8,20.98,0.0,17.0,
2015-01-21 05:45:00,12.51,1.2,20.98,0.0,11.0,
2015-01-21 06:45:00,12.49,1.2,20.98,0.0,7.0,
2015-01-21 07:45:00,12.47,,20.98,0.0,354.0,
2015-01-21 08:45:00,12.44,1.0,20.98,0.0,353.0,
2015-01-21 09:45:00,12.43,,20.98,0.0,5.0,26.0
2015-01-21 10:45:00,12.49,1.3,20.98,0.0,8.0,190.0
2015-01-21 11:45:00,12.8,1.3,20.98,0.0,8.0,547.0
2015-01-21 12:45:00,13.07,2.7,20.98,0.0,108.0,
2015-01-21 13:45:00,13.18,2.5,20.98,0.0,94.0,
2015-01-21 14:45:00,13.31,2.3,20.98,0.0,133.0,
2015-01-21 15:45:00,13.34,1.9,20.98,0.0,30.0,
2015-01-21 16:45:00,13.49,2.1,20.98,0.0,35.0,
2015-01-21 17:45:00,13.51,1.7,20.98,0.0,56.0,
2015-01-21 18:45:00,13.08,2.1,20.98,0.0,40.0,
2015-01-21 19:45:00,13.35,3.1,20.98,0.0,27.0,
2015-01-21 20:45:00,13.11,2.3,20.98,0.0,14.0,
2015-01-21 21:45:00,12.73,2.0,20.98,0.0,340.0,182.0
2015-01-21 22:45:00,12.66,1.0,20.98,0.0,347.0,
2015-01-21 23:45:00,12.63,3.1,20.98,0.0,22.0,
2015-01-22 00:45:00,12.61,5.3,20.98,0.0,49.0,
2015-01-22 01:45:00,12.58,4.1,20.98,0.0,38.0,
2015-01-22 02:45:00,12.56,3.8,20.98,0.0,37.0,
2015-01-22 03:45:00,12.53,3.8,20.98,0.0,46.0,
2015-01-22 04:45:00,12.5,3.3,20.98,0.0,41.0,
2015-01-22 05:45:00,12.48,2.6,20.98,0.0,32.0,
2015-01-22 06:45:00,12.46,2.1,20.98,0.0,41.0,
2015-01-22 07:45:00,12.44,1.7,20.98,0.0,29.0,
2015-01-22 08:45:00,12.42,1.6,20.98,0.0,54.0,
2015-01-22 09:45:00,12.41,1.3,20.98,0.0,30.0,11.0
2015-01-22 10:45:00,12.46,1.7,20.98,0.0,52.0,166.0
2015-01-22 11:45:00,12.81,1.7,20.98,0.0,83.0,518.0
2015-01-22 12:45:00,13.02,2.7,20.98,0.0,103.0,
2015-01-22 13:45:00,13.04,2.3,20.98,0.0,95.0,
2015-01-22 14:45:00,13.18,1.5,20.98,0.0,51.0,
2015-01-22 15:45:00,13.28,1.8,20.98,0.0,125.0,
2015-01-22 16:45:00,13.42,1.9,20.98,0.0,123.0,
2015-01-22 17:45:00,13.53,1.8,20.98,0.0,360.0,
2015-01-22 18:45:00,13.36,1.8,20.98,0.0,356.0,
2015-01-22 19:45:00,12.92,2.4,20.98,0.0,23.0,534.0
2015-01-22 20:45:00,12.78,1.8,20.98,0.0,26.0,243.0
2015-01-22 21:45:00,12.72,2.0,20.98,0.0,57.0,178.0
2015-01-22 22:45:00,12.64,1.1,20.98,0.0,40.0,
2015-01-22 23:45:00,12.61,,20.98,0.0,337.0,
2015-01-23 00:45:00,12.58,2.9,20.98,0.0,19.0,
2015-01-23 01:45:00,12.56,3.8,20.98,0.0,38.0,
2015-01-23 02:45:00,12.54,3.4,20.98,0.0,47.0,
2015-01-23 03:45:00,12.51,3.2,20.98,0.0,36.0,
2015-01-23 04:45:00,12.48,2.5,20.98,0.0,36.0,
2015-01-23 05:45:00,12.46,2.6,20.98,0.0,35.0,
2015-01-23 06:45:00,12.43,2.3,20.98,0.0,36.0,
2015-01-23 07:45:00,12.41,2.2,20.98,0.0,29.0,
2015-01-23 08:45:00,12.39,1.9,20.98,0.0,65.0,
2015-01-23 09:45:00,12.38,3.2,20.98,0.0,108.0,33.0
2015-01-23 10:45:00,12.51,2.9,20.98,0.0,89.0,296.0
2015-01-23 11:45:00,12.9,2.7,20.98,0.0,99.0,
2015-01-23 12:45:00,12.93,3.4,20.98,0.0,93.0,
2015-01-23 13:45:00,13.14,3.6,20.98,0.0,103.0,
2015-01-23 14:45:00,13.25,4.2,20.98,0.0,111.0,
2015-01-23 15:45:00,13.43,3.1,20.98,0.0,93.0,
2015-01-23 16:45:00,13.61,1.9,20.98,0.0,85.0,
2015-01-23 17:45:00,13.63,2.2,20.98,0.0,116.0,
2015-01-23 18:45:00,13.51,2.4,20.98,0.0,90.0,
2015-01-23 19:45:00,13.26,2.3,20.98,0.0,91.0,
2015-01-23 20:45:00,13.06,3.1,20.98,0.0,56.0,
2015-01-23 21:45:00,12.73,3.3,20.98,0.0,50.0,118.0
2015-01-23 22:45:00,12.67,2.6,20.98,0.0,42.0,
2015-01-23 23:45:00,12.64,1.1,20.98,0.0,27.0,
2015-01-24 00:45:00,12.61,1.6,20.98,0.0,16.0,
2015-01-24 01:45:00,12.59,4.3,20.98,0.0,51.0,
2015-01-24 02:45:00,12.56,4.3,20.98,0.0,48.0,
2015-01-24 03:45:00,12.54,3.4,20.98,0.0,40.0,
2015-01-24 04:45:00,12.51,3.1,20.98,0.0,39.0,
2015-01-24 05:45:00,12.49,3.0,20.98,0.0,37.0,
2015-01-24 06:45:00,12.47,2.7,20.98,0.0,34.0,
2015-01-24 07:45:00,12.44,1.8,20.98,0.0,31.0,
2015-01-24 08:45:00,12.42,,20.98,0.0,14.0,
2015-01-24 09:45:00,12.41,1.0,20.98,0.0,21.0,18.0
2015-01-24 10:45:00,12.51,1.4,20.98,0.0,11.0,268.0
2015-01-24 11:45:00,12.72,1.4,20.98,0.0,17.0,419.0
2015-01-24 12:45:00,12.83,2.0,20.98,0.0,46.0,591.0
2015-01-24 13:45:00,12.98,3.5,20.98,0.0,84.0,
2015-01-24 14:45:00,13.09,3.6,20.98,0.0,88.0,
2015-01-24 15:45:00,13.16,3.3,20.98,0.0,75.0,
2015-01-24 16:45:00,13.41,3.5,20.98,0.0,93.0,
2015-01-24 17:45:00,13.42,3.4,20.98,0.0,85.0,
2015-01-24 18:45:00,13.08,3.2,20.98,0.0,81.0,
2015-01-24 19:45:00,13.65,3.0,20.98,0.0,64.0,
2015-01-24 20:45:00,13.02,2.2,20.98,0.0,101.0,
2015-01-24 21:45:00,12.75,2.6,20.98,0.0,72.0,191.0
2015-01-24 22:45:00,12.67,4.8,20.98,0.0,63.0,
2015-01-24 23:45:00,12.64,5.4,20.98,0.0,56.0,
2015-01-25 00:45:00,12.61,4.8,20.98,0.0,39.0,
2015-01-25 01:45:00,12.58,4.5,20.98,0.0,32.0,
2015-01-25 02:45:00,12.56,4.0,20.98,0.0,35.0,
2015-01-25 03:45:00,12.53,3.7,20.98,0.0,37.0,
2015-01-25 04:45:00,12.51,3.0,20.98,0.0,37.0,
2015-01-25 05:45:00,12.49,2.8,20.98,0.0,34.0,
2015-01-25 06:45:00,12.46,2.4,20.98,0.0,32.0,
2015-01-25 07:45:00,12.44,1.8,20.98,0.0,30.0,
