data,Bateria,Velocidade do Vento 10m,Intensidade Precipitação do Disdrômetro,Precipitação Acumulada do Disdrômetro,Direção do Vento 10m,Corrente Painel Solar
2015-04-14 11:45:00,12.38,,,0.0,221.0,511.0
2015-04-14 12:45:00,12.6,1.4,,0.0,109.0,
2015-04-14 13:45:00,12.68,2.2,,0.0,143.0,
2015-04-14 14:45:00,12.75,1.9,,0.0,160.0,
2015-04-14 15:45:00,13.16,1.2,,0.0,112.0,
2015-04-14 16:45:00,13.37,2.0,,0.0,149.0,
2015-04-14 17:45:00,13.42,2.0,,0.0,144.0,
2015-04-14 18:45:00,13.32,2.4,,0.0,134.0,
2015-04-14 19:45:00,13.1,2.3,,0.0,120.0,
2015-04-14 20:45:00,12.82,2.0,,0.0,113.0,
2015-04-14 21:45:00,12.54,1.0,,0.0,82.0,59.0
2015-04-14 22:45:00,12.5,,,0.0,306.0,
2015-04-14 23:45:00,12.46,,,0.0,293.0,
2015-04-15 00:45:00,12.41,1.2,,0.0,20.0,
2015-04-15 01:45:00,12.38,1.3,,0.0,13.0,
2015-04-15 02:45:00,12.35,1.6,,0.0,24.0,
2015-04-15 03:45:00,12.32,1.0,,0.0,27.0,
2015-04-15 04:45:00,12.29,1.0,,0.0,354.0,
2015-04-15 05:45:00,12.27,,,0.0,273.0,
2015-04-15 06:45:00,12.25,,,0.0,215.0,
2015-04-15 07:45:00,12.23,,,0.0,273.0,
2015-04-15 08:45:00,12.2,,,,232.0,
2015-04-15 09:45:00,12.18,,,,244.0,24.0
2015-04-15 10:45:00,12.22,,,,256.0,194.0
2015-04-15 11:45:00,12.36,1.1,,,246.0,474.0
2015-04-15 12:45:00,12.58,1.8,,,172.0,
2015-04-15 13:45:00,12.65,2.3,,,174.0,
2015-04-15 14:45:00,12.76,2.6,,,122.0,
2015-04-15 15:45:00,13.29,2.7,,,116.0,
2015-04-15 16:45:00,13.44,2.4,,,113.0,
2015-04-15 17:45:00,13.49,2.3,,,133.0,
2015-04-15 18:45:00,13.02,1.9,,,133.0,
2015-04-15 19:45:00,12.75,1.6,,,111.0,
2015-04-15 20:45:00,12.69,1.8,,,114.0,
2015-04-15 21:45:00,12.52,1.1,,,76.0,83.0
2015-04-15 22:45:00,12.47,,,,46.0,
2015-04-15 23:45:00,12.43,,,,304.0,
2015-04-16 00:45:00,12.4,,,,21.0,
2015-04-16 01:45:00,12.36,1.1,,,23.0,
2015-04-16 02:45:00,12.33,1.8,,,27.0,
2015-04-16 03:45:00,12.31,2.0,,,27.0,
2015-04-16 04:45:00,12.29,,,,26.0,
2015-04-16 05:45:00,12.26,,,,337.0,
2015-04-16 06:45:00,12.24,,,,6.0,
2015-04-16 07:45:00,12.21,,,,343.0,
2015-04-16 08:45:00,12.16,,,,86.0,
2015-04-16 09:45:00,12.12,,,,262.0,23.0
2015-04-16 10:45:00,12.12,,,,310.0,190.0
2015-04-16 11:45:00,12.19,,,,266.0,499.0
2015-04-16 12:45:00,12.25,1.3,,,188.0,
2015-04-16 13:45:00,12.39,2.0,,,141.0,
2015-04-16 14:45:00,12.5,1.9,,,118.0,
2015-04-16 15:45:00,13.14,2.6,,,158.0,
2015-04-16 16:45:00,13.44,2.3,,,152.0,
2015-04-16 17:45:00,13.5,2.0,,,164.0,
2015-04-16 18:45:00,13.35,2.6,,,171.0,
2015-04-16 19:45:00,13.2,2.5,,,147.0,
2015-04-16 20:45:00,12.86,2.7,,,161.0,
2015-04-16 21:45:00,12.57,1.6,,,110.0,98.0
2015-04-16 22:45:00,12.52,1.1,,,64.0,
2015-04-16 23:45:00,12.48,,,,335.0,
2015-04-17 00:45:00,12.44,,,,34.0,
2015-04-17 01:45:00,12.4,1.6,,,29.0,
2015-04-17 02:45:00,12.36,1.7,,,16.0,
2015-04-17 03:45:00,12.33,1.4,,,8.0,
2015-04-17 04:45:00,12.3,1.1,,,351.0,
2015-04-17 05:45:00,12.27,,,,334.0,
2015-04-17 06:45:00,12.25,,,,279.0,
2015-04-17 07:45:00,12.22,,,,247.0,
2015-04-17 08:45:00,12.18,,,,201.0,
2015-04-17 09:45:00,12.18,,,,211.0,22.0
2015-04-17 10:45:00,12.26,,,,202.0,248.0
2015-04-17 11:45:00,12.49,1.3,,,188.0,
2015-04-17 12:45:00,12.73,1.2,,,189.0,
2015-04-17 13:45:00,12.76,1.5,,,181.0,
2015-04-17 14:45:00,12.79,1.2,,,257.0,
2015-04-17 15:45:00,13.02,1.3,,,250.0,
2015-04-17 16:45:00,13.46,1.6,,,63.0,
2015-04-17 17:45:00,13.4,1.8,,,122.0,
2015-04-17 18:45:00,13.15,2.6,,,188.0,
2015-04-17 19:45:00,13.02,2.7,,,153.0,
2015-04-17 20:45:00,12.86,2.7,,,159.0,
2015-04-17 21:45:00,12.54,1.3,,,125.0,93.0
2015-04-17 22:45:00,12.49,1.0,,,76.0,
2015-04-17 23:45:00,12.45,1.2,,,60.0,
2015-04-18 00:45:00,12.38,1.4,,,35.0,
2015-04-18 01:45:00,12.31,1.5,,,27.0,
2015-04-18 02:45:00,12.32,1.5,,,9.0,
2015-04-18 03:45:00,12.22,1.8,,,19.0,
2015-04-18 04:45:00,12.23,1.6,,,18.0,
2015-04-18 05:45:00,12.21,1.4,,,19.0,
2015-04-18 06:45:00,12.19,1.5,,,360.0,
2015-04-18 07:45:00,12.21,1.3,,,9.0,
2015-04-18 08:45:00,12.19,,,,330.0,
2015-04-18 09:45:00,12.18,,,,241.0,28.0
2015-04-18 10:45:00,12.23,,,,258.0,223.0
2015-04-18 11:45:00,12.31,1.4,,,202.0,420.0
2015-04-18 12:45:00,12.46,2.5,,,149.0,
2015-04-18 13:45:00,12.58,1.9,,,171.0,
2015-04-18 14:45:00,12.72,2.3,,,172.0,
2015-04-18 15:45:00,13.28,2.5,,,195.0,
2015-04-18 16:45:00,13.56,2.5,,,180.0,
2015-04-18 17:45:00,13.57,2.8,,,170.0,
2015-04-18 18:45:00,13.43,2.7,,,140.0,
2015-04-18 19:45:00,13.23,3.0,,,136.0,
2015-04-18 20:45:00,12.87,2.9,,,144.0,
2015-04-18 21:45:00,12.58,1.6,,,129.0,102.0
2015-04-18 22:45:00,12.53,1.4,,,61.0,
2015-04-18 23:45:00,12.49,1.3,,,44.0,
2015-04-19 00:45:00,12.46,,,,24.0,
2015-04-19 01:45:00,12.42,1.9,,,25.0,
2015-04-19 02:45:00,12.39,1.9,,,18.0,
2015-04-19 03:45:00,12.37,1.2,,,3.0,
2015-04-19 04:45:00,12.34,1.4,,,6.0,
2015-04-19 05:45:00,12.31,1.1,,,354.0,
2015-04-19 06:45:00,12.29,,,,242.0,
2015-04-19 07:45:00,12.27,,,,229.0,
2015-04-19 08:45:00,12.25,,,,176.0,
2015-04-19 09:45:00,12.23,,,,166.0,15.0
2015-04-19 10:45:00,12.28,,,,199.0,217.0
2015-04-19 11:45:00,12.46,1.1,,,264.0,515.0
2015-04-19 12:45:00,12.72,1.1,,,82.0,
2015-04-19 13:45:00,12.83,1.8,,,134.0,
2015-04-19 14:45:00,12.93,1.6,,,166.0,
2015-04-19 15:45:00,13.52,1.7,,,206.0,
2015-04-19 16:45:00,13.6,1.8,,,228.0,
2015-04-19 17:45:00,13.48,2.4,,,188.0,
2015-04-19 18:45:00,13.13,2.6,,,151.0,
2015-04-19 19:45:00,13.08,3.2,,,169.0,
2015-04-19 20:45:00,12.88,2.8,,,148.0,
2015-04-19 21:45:00,12.56,1.5,,,137.0,92.0
2015-04-19 22:45:00,12.51,1.4,,,78.0,
2015-04-19 23:45:00,12.47,,,,54.0,
2015-04-20 00:45:00,12.43,,,,30.0,
2015-04-20 01:45:00,12.39,2.2,,,27.0,
2015-04-20 02:45:00,12.36,1.7,,,25.0,
2015-04-20 03:45:00,12.34,1.4,,,15.0,
2015-04-20 04:45:00,12.31,1.0,,,4.0,
2015-04-20 05:45:00,12.27,1.1,,,338.0,
2015-04-20 06:45:00,12.22,,,,18.0,
2015-04-20 07:45:00,12.2,,,,323.0,
2015-04-20 08:45:00,12.17,,,,314.0,
2015-04-20 09:45:00,12.15,,,,12.0,18.0
2015-04-20 10:45:00,12.18,,,,125.0,162.0
2015-04-20 11:45:00,12.29,,,,83.0,478.0
2015-04-20 12:45:00,12.52,1.2,,,120.0,
2015-04-20 13:45:00,12.64,1.7,,,30.0,
2015-04-20 14:45:00,12.76,1.6,,,52.0,
2015-04-20 15:45:00,13.18,1.9,,,4.0,
2015-04-20 16:45:00,13.22,1.5,,,4.0,
2015-04-20 17:45:00,13.39,1.8,,,64.0,
2015-04-20 18:45:00,13.21,2.3,,,102.0,
2015-04-20 19:45:00,13.02,2.2,,,131.0,
2015-04-20 20:45:00,12.91,3.0,,,101.0,
2015-04-23 08:45:00,12.1,,,,228.0,
2015-04-23 09:45:00,12.08,,,,259.0,18.0
2015-04-23 10:45:00,12.18,,,,107.0,324.0
2015-04-23 11:45:00,12.55,1.1,,,200.0,
2015-04-23 12:45:00,12.6,1.1,,,234.0,
2015-04-23 13:45:00,12.72,2.0,,,27.0,
2015-04-23 14:45:00,12.85,2.7,,,97.0,
2015-04-23 15:45:00,13.04,3.2,,,67.0,
2015-04-23 16:45:00,13.16,3.1,,,61.0,
2015-04-23 17:45:00,13.27,3.2,,,48.0,
2015-04-23 18:45:00,12.74,4.0,,,103.0,
2015-04-23 19:45:00,12.79,3.5,,,79.0,
2015-04-23 20:45:00,12.5,4.3,,,50.0,93.0
2015-04-23 21:45:00,12.43,1.4,,,39.0,
2015-04-23 22:45:00,12.39,,,,259.0,
2015-04-23 23:45:00,12.35,2.4,,,82.0,
2015-04-24 00:45:00,12.31,1.2,,,198.0,
2015-04-24 01:45:00,12.28,1.2,,,29.0,
2015-04-24 02:45:00,12.25,1.2,,,7.0,
2015-04-24 03:45:00,12.22,,,,20.0,
2015-04-24 04:45:00,12.16,,,,323.0,
2015-04-24 05:45:00,12.14,,,,224.0,
2015-04-24 06:45:00,12.11,,,,238.0,
2015-04-24 07:45:00,12.09,,,,236.0,
2015-04-24 08:45:00,12.06,,,,326.0,
2015-04-24 09:45:00,12.05,,,,360.0,23.0
2015-04-24 10:45:00,12.14,,,,165.0,287.0
2015-04-24 11:45:00,12.45,,,,222.0,
2015-04-24 12:45:00,12.61,1.0,,,334.0,
2015-04-24 13:45:00,12.7,1.5,,,126.0,
2015-04-24 14:45:00,12.9,2.8,,,111.0,
2015-04-24 15:45:00,13.16,2.7,,,97.0,
2015-04-24 16:45:00,13.34,3.1,,,98.0,
2015-04-24 17:45:00,13.28,3.3,,,105.0,
2015-04-24 18:45:00,13.41,3.3,,,119.0,
2015-04-24 19:45:00,13.17,3.5,,,116.0,
2015-04-24 20:45:00,12.75,3.3,,,76.0,
2015-04-24 21:45:00,12.54,1.3,,,15.0,18.0
2015-04-24 22:45:00,12.49,1.3,,,20.0,
2015-04-24 23:45:00,12.45,1.3,,,18.0,
2015-04-25 00:45:00,12.42,1.3,,,34.0,
2015-04-25 01:45:00,12.39,,,,19.0,
2015-04-25 02:45:00,12.36,,,,7.0,
2015-04-25 03:45:00,12.33,,,,5.0,
2015-04-25 04:45:00,12.29,,,,316.0,
2015-04-25 05:45:00,12.26,,,,261.0,
2015-04-25 06:45:00,12.24,,,,285.0,
2015-04-25 07:45:00,12.22,,,,248.0,
2015-04-25 08:45:00,12.21,,,,3.0,
2015-04-25 09:45:00,12.19,,,,182.0,22.0
2015-04-25 10:45:00,12.24,,,,223.0,205.0
2015-04-25 11:45:00,12.33,,,,289.0,378.0
2015-04-25 12:45:00,12.57,1.0,,,323.0,
2015-04-25 13:45:00,12.74,1.2,,,241.0,
2015-04-25 14:45:00,12.86,2.3,,,80.0,
2015-04-25 15:45:00,13.05,2.6,,,76.0,
2015-04-25 16:45:00,13.39,2.4,,,75.0,
2015-04-25 17:45:00,13.19,2.6,,,82.0,
2015-04-25 18:45:00,13.33,3.1,,,118.0,
2015-04-25 19:45:00,13.22,3.1,,,98.0,
2015-04-25 20:45:00,12.9,2.5,,,117.0,
2015-04-25 21:45:00,12.55,1.4,,,109.0,74.0
2015-04-25 22:45:00,12.51,1.8,,,16.0,
2015-04-25 23:45:00,12.46,1.9,,,34.0,
2015-04-26 00:45:00,12.42,1.2,,,14.0,
2015-04-26 01:45:00,12.39,1.7,,,24.0,
2015-04-26 02:45:00,12.36,1.9,,,29.0,
2015-04-26 03:45:00,12.33,1.1,,,13.0,
2015-04-26 04:45:00,12.3,,,,1.0,
2015-04-26 05:45:00,12.28,1.0,,,330.0,
2015-04-26 06:45:00,12.26,,,,314.0,
2015-04-26 07:45:00,12.24,,,,314.0,
2015-04-26 08:45:00,12.21,,,,18.0,
2015-04-26 09:45:00,12.19,,,,249.0,26.0
2015-04-26 10:45:00,12.23,,,,230.0,207.0
2015-04-26 11:45:00,12.33,,,,242.0,416.0
2015-04-26 12:45:00,12.56,1.4,,,110.0,
2015-04-26 13:45:00,12.66,3.8,,,52.0,
2015-04-26 14:45:00,12.92,4.6,,,48.0,
2015-04-26 15:45:00,13.53,3.7,,,69.0,
2015-04-26 16:45:00,13.7,3.9,,,58.0,
2015-04-26 17:45:00,13.7,3.8,,,53.0,
2015-04-26 18:45:00,13.6,3.7,,,47.0,
2015-04-26 19:45:00,13.31,3.6,,,55.0,
2015-04-26 20:45:00,12.88,3.1,,,68.0,
2015-04-26 21:45:00,12.6,1.7,,,79.0,45.0
2015-04-26 22:45:00,12.54,1.1,,,39.0,
2015-04-26 23:45:00,12.5,1.2,,,35.0,
2015-04-27 00:45:00,12.46,1.5,,,22.0,
2015-04-27 01:45:00,12.43,1.4,,,20.0,
2015-04-27 02:45:00,12.4,1.4,,,11.0,
2015-04-27 03:45:00,12.37,1.1,,,30.0,
2015-04-27 04:45:00,12.34,3.0,,,39.0,
2015-04-27 05:45:00,12.31,2.2,,,34.0,
2015-04-27 06:45:00,12.29,1.8,,,39.0,
2015-04-27 07:45:00,12.26,,,,27.0,
2015-04-27 08:45:00,12.24,,,,287.0,
2015-04-27 09:45:00,12.22,,,,301.0,23.0
2015-04-27 10:45:00,12.24,,,,207.0,177.0
2015-04-27 11:45:00,12.3,,,,162.0,357.0
2015-04-27 12:45:00,12.48,1.3,,,45.0,
2015-04-27 13:45:00,12.63,2.7,,,63.0,
2015-04-27 14:45:00,12.9,3.9,,,55.0,
2015-04-27 15:45:00,13.46,3.3,,,56.0,
2015-04-27 16:45:00,13.68,3.2,,,58.0,
2015-04-27 17:45:00,13.69,4.0,,,47.0,
2015-04-27 18:45:00,13.62,3.0,,,58.0,
2015-04-27 19:45:00,13.36,3.1,,,97.0,
2015-04-27 20:45:00,12.91,2.4,,,121.0,
2015-04-27 21:45:00,12.61,1.9,,,118.0,37.0
2015-04-27 22:45:00,12.57,,,,75.0,
2015-04-27 23:45:00,12.54,1.4,,,43.0,
2015-04-28 00:45:00,12.5,1.8,,,29.0,
2015-04-28 01:45:00,12.47,1.6,,,32.0,
2015-04-28 02:45:00,12.44,2.2,,,46.0,
2015-04-28 03:45:00,12.41,1.9,,,48.0,
2015-04-28 04:45:00,12.39,1.4,,,67.0,
2015-04-28 05:45:00,12.37,,,,319.0,
2015-04-28 06:45:00,12.34,,,,260.0,
2015-04-28 07:45:00,12.32,,,,299.0,
2015-04-28 08:45:00,12.29,,,,334.0,
2015-04-28 09:45:00,12.27,,,,35.0,24.0
2015-04-28 10:45:00,12.3,,,,280.0,168.0
2015-04-28 11:45:00,12.38,1.3,,,166.0,337.0
2015-04-28 12:45:00,12.56,3.2,,,107.0,
2015-04-28 13:45:00,12.72,3.3,,,114.0,
2015-04-28 14:45:00,13.01,3.0,,,82.0,
2015-04-28 15:45:00,13.59,3.1,,,92.0,
2015-04-28 16:45:00,13.71,3.2,,,81.0,
2015-04-28 17:45:00,13.6,3.3,,,72.0,
2015-04-28 18:45:00,13.52,2.8,,,85.0,
2015-04-28 19:45:00,13.26,3.1,,,100.0,
2015-04-28 20:45:00,12.93,3.3,,,92.0,
2015-04-28 21:45:00,12.62,1.8,,,84.0,34.0
2015-04-28 22:45:00,12.57,,,,37.0,
2015-04-28 23:45:00,12.54,,,,7.0,
2015-04-29 00:45:00,12.5,,,,265.0,
2015-04-29 01:45:00,12.47,1.4,,,21.0,
2015-04-29 02:45:00,12.45,1.6,,,16.0,
2015-04-29 03:45:00,12.4,2.4,,,27.0,
2015-04-29 04:45:00,12.38,1.1,,,2.0,
2015-04-29 05:45:00,12.36,,,,270.0,
2015-04-29 06:45:00,12.33,,,,237.0,
2015-04-29 07:45:00,12.3,,,,255.0,
2015-04-29 08:45:00,12.29,,,,228.0,
2015-04-29 09:45:00,12.28,,,,246.0,21.0
2015-04-29 10:45:00,12.31,,,,290.0,164.0
2015-04-29 11:45:00,12.38,2.4,,,120.0,360.0
2015-04-29 12:45:00,12.6,3.6,,,99.0,
2015-04-29 13:45:00,12.76,3.5,,,99.0,
2015-04-29 14:45:00,13.05,2.9,,,109.0,
2015-04-29 15:45:00,13.6,3.1,,,97.0,
2015-04-29 16:45:00,13.69,3.3,,,94.0,
2015-04-29 17:45:00,13.56,3.3,,,113.0,
2015-04-29 18:45:00,13.44,3.0,,,103.0,
2015-04-29 19:45:00,13.17,3.0,,,97.0,
2015-04-29 20:45:00,12.95,3.3,,,105.0,
2015-04-29 21:45:00,12.62,2.2,,,104.0,41.0
2015-04-29 22:45:00,12.57,,,,93.0,
2015-04-29 23:45:00,12.52,,,,58.0,
2015-04-30 00:45:00,12.48,1.4,,,34.0,
2015-04-30 01:45:00,12.46,2.6,,,32.0,
2015-04-30 02:45:00,12.43,2.4,,,29.0,
2015-04-30 03:45:00,12.39,2.5,,,35.0,
2015-04-30 04:45:00,12.36,3.2,,,50.0,
2015-04-30 05:45:00,12.34,2.0,,,52.0,
2015-04-30 06:45:00,12.31,,,,312.0,
2015-04-30 07:45:00,12.29,,,,13.0,
2015-04-30 08:45:00,12.27,,,,294.0,
2015-04-30 09:45:00,12.26,,,,279.0,30.0
2015-04-30 10:45:00,12.3,,,,255.0,210.0
2015-04-30 11:45:00,12.44,1.3,,,90.0,446.0
2015-04-30 12:45:00,12.62,1.5,,,95.0,
2015-04-30 13:45:00,12.74,1.5,,,92.0,
2015-04-30 14:45:00,12.98,1.7,,,95.0,
2015-04-30 15:45:00,13.56,3.0,,,44.0,
2015-04-30 16:45:00,13.65,2.6,,,75.0,
2015-04-30 17:45:00,13.65,2.7,,,99.0,
2015-04-30 18:45:00,13.65,3.0,,,88.0,
2015-04-30 19:45:00,13.43,2.7,,,89.0,
2015-04-30 20:45:00,12.94,2.4,,,98.0,
2015-04-30 21:45:00,12.63,1.4,,,83.0,32.0
2015-04-30 22:45:00,12.59,,,,66.0,
2015-04-30 23:45:00,12.54,,,,43.0,
2015-05-01 00:45:00,12.51,1.5,,,62.0,
2015-05-01 01:45:00,12.47,1.4,,,26.0,
2015-05-01 02:45:00,12.45,1.6,,,20.0,
2015-05-01 03:45:00,12.41,1.5,,,7.0,
2015-05-01 04:45:00,12.38,1.5,,,12.0,
2015-05-01 05:45:00,12.37,1.0,,,10.0,
2015-05-01 06:45:00,12.34,,,,310.0,
2015-05-01 07:45:00,12.32,,,,255.0,
2015-05-01 08:45:00,12.3,,,,38.0,
2015-05-01 09:45:00,12.28,,,,259.0,22.0
2015-05-01 10:45:00,12.31,,,,179.0,177.0
2015-05-01 11:45:00,12.4,1.1,,,227.0,367.0
2015-05-01 12:45:00,12.55,1.2,,,211.0,
2015-05-01 13:45:00,12.75,1.7,,,156.0,
2015-05-01 14:45:00,13.07,2.4,,,128.0,
2015-05-01 15:45:00,13.5,2.1,,,121.0,
2015-05-01 16:45:00,13.49,2.4,,,109.0,
2015-05-01 17:45:00,13.36,2.3,,,108.0,
2015-05-01 18:45:00,13.51,2.1,,,113.0,
2015-05-01 19:45:00,13.33,2.5,,,102.0,
2015-05-01 20:45:00,12.73,2.4,,,101.0,558.0
2015-05-01 21:45:00,12.6,1.8,,,79.0,50.0
2015-05-01 22:45:00,12.55,1.6,,,20.0,
2015-05-01 23:45:00,12.49,1.3,,,30.0,
2015-05-02 00:45:00,12.41,1.8,,,47.0,
2015-05-02 01:45:00,12.36,3.1,,,22.0,
2015-05-02 02:45:00,12.28,2.7,,,40.0,
2015-05-02 03:45:00,12.22,3.3,,,47.0,
2015-05-02 04:45:00,12.18,2.4,,,49.0,
2015-05-02 05:45:00,12.14,,,,99.0,
2015-05-02 06:45:00,12.1,2.0,,,73.0,
2015-05-02 07:45:00,12.07,2.0,,,94.0,
2015-05-02 08:45:00,12.05,1.2,,,206.0,
2015-05-02 09:45:00,12.03,,,,241.0,37.0
2015-05-02 10:45:00,12.06,1.3,,,203.0,250.0
2015-05-02 11:45:00,12.13,,,,275.0,457.0
2015-05-02 12:45:00,12.25,1.2,,,41.0,
2015-05-02 13:45:00,12.47,2.2,,,148.0,
2015-05-02 14:45:00,12.7,2.1,,,101.0,
2015-05-02 15:45:00,12.73,2.7,,,95.0,
2015-05-02 16:45:00,12.95,2.8,,,113.0,
2015-05-02 17:45:00,13.14,2.9,,,133.0,
2015-05-02 18:45:00,13.07,3.2,,,108.0,
2015-05-02 19:45:00,13.22,3.3,,,105.0,
2015-05-02 20:45:00,12.84,2.4,,,99.0,
2015-05-02 21:45:00,12.54,2.2,,,109.0,35.0
2015-05-02 22:45:00,12.49,1.9,,,76.0,
2015-05-02 23:45:00,12.45,2.2,,,62.0,
2015-05-03 00:45:00,12.42,,,,31.0,
2015-05-03 01:45:00,12.38,1.7,,,50.0,
2015-05-03 02:45:00,12.35,1.5,,,24.0,
2015-05-03 03:45:00,12.33,1.0,,,21.0,
2015-05-03 04:45:00,12.3,1.0,,,355.0,
2015-05-03 05:45:00,12.27,1.3,,,347.0,
2015-05-03 06:45:00,12.25,1.7,,,51.0,
2015-05-03 07:45:00,12.23,1.0,,,350.0,
2015-05-03 08:45:00,12.2,,,,348.0,
2015-05-03 09:45:00,12.19,1.6,,,95.0,41.0
2015-05-03 10:45:00,12.25,,,,72.0,244.0
2015-05-03 11:45:00,12.52,2.3,,,154.0,
2015-05-03 12:45:00,12.66,2.5,,,132.0,
2015-05-03 13:45:00,12.72,3.3,,,160.0,
2015-05-03 14:45:00,13.06,3.2,,,131.0,
2015-05-03 15:45:00,13.47,2.9,,,136.0,
2015-05-03 16:45:00,13.2,3.6,,,156.0,
2015-05-03 17:45:00,13.51,3.3,,,163.0,
2015-05-03 18:45:00,13.33,2.4,,,138.0,
2015-05-03 19:45:00,13.26,2.3,,,131.0,
2015-05-03 20:45:00,12.85,3.0,,,96.0,
2015-05-03 21:45:00,12.6,4.9,,,48.0,17.0
2015-05-03 22:45:00,12.55,4.3,,,68.0,
2015-05-03 23:45:00,12.51,2.7,,,42.0,
2015-05-04 00:45:00,12.47,1.9,,,44.0,
2015-05-04 01:45:00,12.44,2.0,,,36.0,
2015-05-04 02:45:00,12.41,2.9,,,50.0,
2015-05-04 03:45:00,12.38,2.3,,,39.0,
2015-05-04 04:45:00,12.36,,,,336.0,
2015-05-04 05:45:00,12.33,1.4,,,226.0,
2015-05-04 06:45:00,12.31,1.1,,,217.0,
2015-05-04 07:45:00,12.29,,,,231.0,
2015-05-04 08:45:00,12.26,,,,262.0,
2015-05-04 09:45:00,12.22,,,,240.0,27.0
2015-05-04 10:45:00,12.24,,,,210.0,272.0
2015-05-04 11:45:00,12.45,1.1,,,223.0,
2015-05-04 12:45:00,12.85,1.2,,,156.0,
2015-05-04 13:45:00,12.92,1.5,,,111.0,
2015-05-04 14:45:00,13.18,3.6,,,92.0,
2015-05-04 15:45:00,13.6,3.1,,,102.0,
2015-05-04 16:45:00,13.62,3.1,,,85.0,
2015-05-04 17:45:00,13.36,3.1,,,114.0,
2015-05-04 18:45:00,13.25,3.1,,,108.0,
2015-05-04 19:45:00,12.88,2.7,,,66.0,
2015-05-04 20:45:00,12.93,5.1,,,57.0,
2015-05-04 21:45:00,12.61,3.9,,,61.0,30.0
2015-05-04 22:45:00,12.55,2.5,,,68.0,
2015-05-04 23:45:00,12.51,2.0,,,38.0,
2015-05-05 00:45:00,12.47,2.0,,,29.0,
2015-05-05 01:45:00,12.44,1.7,,,29.0,
2015-05-05 02:45:00,12.42,1.1,,,39.0,
2015-05-05 03:45:00,12.39,,,,22.0,
2015-05-05 04:45:00,12.36,,,,336.0,
2015-05-05 05:45:00,12.34,,,,211.0,
2015-05-05 06:45:00,12.31,,,,250.0,
2015-05-05 07:45:00,12.29,,,,22.0,
2015-05-05 08:45:00,12.26,,,,269.0,
2015-05-05 09:45:00,12.25,,,,230.0,31.0
2015-05-05 10:45:00,12.3,1.0,,,198.0,215.0
2015-05-05 11:45:00,12.39,1.2,,,228.0,382.0
2015-05-05 12:45:00,12.53,1.5,,,176.0,592.0
2015-05-05 13:45:00,12.72,2.7,,,102.0,
2015-05-05 14:45:00,13.13,2.5,,,79.0,
2015-05-05 15:45:00,13.44,2.5,,,84.0,
2015-05-05 16:45:00,13.62,2.6,,,86.0,
2015-05-05 17:45:00,13.57,2.5,,,110.0,
2015-05-05 18:45:00,13.6,2.4,,,115.0,
2015-05-05 19:45:00,13.24,2.6,,,98.0,
2015-05-05 20:45:00,12.89,2.6,,,100.0,
2015-05-05 21:45:00,12.63,1.8,,,104.0,25.0
2015-05-05 22:45:00,12.58,1.1,,,56.0,
2015-05-05 23:45:00,12.53,1.5,,,50.0,
2015-05-06 00:45:00,12.5,1.5,,,60.0,
2015-05-06 01:45:00,12.47,1.9,,,20.0,
2015-05-06 02:45:00,12.42,1.6,,,19.0,
2015-05-06 03:45:00,12.4,1.4,,,26.0,
2015-05-06 04:45:00,12.34,1.2,,,34.0,
2015-05-06 05:45:00,12.3,,,,356.0,
2015-05-06 06:45:00,12.27,,,,274.0,
2015-05-06 07:45:00,12.23,,,,252.0,
2015-05-06 08:45:00,12.2,,,,217.0,
2015-05-06 09:45:00,12.17,,,,123.0,22.0
2015-05-06 10:45:00,12.21,,,,217.0,187.0
2015-05-06 11:45:00,12.31,1.3,,,188.0,555.0
2015-05-06 12:45:00,12.36,1.2,,,221.0,
2015-05-06 13:45:00,12.5,1.2,,,264.0,
2015-05-06 14:45:00,12.85,1.5,,,346.0,
2015-05-06 15:45:00,12.88,1.2,,,272.0,
2015-05-06 16:45:00,13.31,1.5,,,67.0,
2015-05-06 17:45:00,13.29,1.3,,,113.0,
2015-05-06 18:45:00,13.26,2.0,,,65.0,
2015-05-06 19:45:00,13.0,1.7,,,101.0,507.0
2015-05-06 20:45:00,12.62,1.7,,,114.0,184.0
2015-05-06 21:45:00,12.54,1.2,,,79.0,18.0
2015-05-06 22:45:00,12.5,1.4,,,41.0,
2015-05-06 23:45:00,12.46,1.9,,,41.0,
2015-05-07 00:45:00,12.41,1.4,,,24.0,
2015-05-07 01:45:00,12.38,1.8,,,20.0,
2015-05-07 02:45:00,12.36,1.6,,,28.0,
2015-05-07 03:45:00,12.33,1.0,,,360.0,
2015-05-07 04:45:00,12.3,1.1,,,6.0,
2015-05-07 05:45:00,12.28,1.0,,,359.0,
2015-05-07 06:45:00,12.25,1.1,,,10.0,
2015-05-07 07:45:00,12.23,1.1,,,341.0,
2015-05-07 08:45:00,12.21,1.0,,,342.0,
2015-05-07 09:45:00,12.2,,,,360.0,15.0
2015-05-07 10:45:00,12.29,,,,288.0,281.0
2015-05-07 11:45:00,12.61,1.0,,,230.0,
2015-05-07 12:45:00,12.67,1.3,,,150.0,
2015-05-07 13:45:00,12.81,2.1,,,113.0,
2015-05-07 14:45:00,12.83,1.4,,,240.0,
2015-05-07 15:45:00,13.19,1.7,,,207.0,
2015-05-07 16:45:00,13.17,1.4,,,199.0,
2015-05-07 17:45:00,13.3,1.5,,,172.0,
