data,Velocidade Média do Vento 10m,Precipitação Pluviométrica,Pressão Atmosférica,Direção do Vento 10m,Radiação,Temperatura do Ar a 2m,Umidade Relativa do Ar a 2m
2005-12-28 21:00:00,,102.8,1041.8,192.0,9.26,27.2,
2005-12-29 00:00:00,12.0,6.4,926.8,0.0,,23.6,
2005-12-29 03:00:00,6.0,102.8,852.9,3.0,,32.0,12.8
2005-12-29 06:00:00,0.0,,855.9,288.0,,,64.0
2005-12-29 09:00:00,,,1041.4,0.0,309.26,,
2005-12-29 12:00:00,,0.0,920.4,0.0,423.15,23.2,59.2
2005-12-29 15:00:00,,1.2,852.9,9.0,499.07,,16.0
2005-12-29 18:00:00,2.0,0.0,872.1,0.0,1032.41,,56.0
2005-12-29 21:00:00,3.0,2.6,872.0,0.0,1050.93,,52.8
2005-12-30 00:00:00,3.0,82.0,876.9,0.0,,,64.0
2005-12-30 03:00:00,2.0,150.4,880.9,0.0,,,60.8
2005-12-30 06:00:00,0.0,6.4,973.6,96.0,,,51.2
2005-12-30 09:00:00,,102.8,900.4,192.0,9.26,,
2005-12-30 12:00:00,12.0,6.4,903.0,0.0,571.3,10.1,
2005-12-30 15:00:00,6.0,102.8,914.3,3.0,142.59,26.6,12.8
2005-12-30 18:00:00,0.0,,855.7,288.0,587.04,21.2,67.2
2005-12-30 21:00:00,3.0,,1037.0,0.0,874.07,,
2005-12-31 00:00:00,,0.0,894.8,0.0,,22.7,35.2
2005-12-31 03:00:00,,1.2,852.9,9.0,,,16.0
2005-12-31 06:00:00,0.0,124.6,979.9,288.0,0.0,,
2005-12-31 09:00:00,,122.0,890.8,0.0,26.85,,52.8
2005-12-31 12:00:00,,0.0,954.4,0.0,568.52,10.1,36.8
2005-12-31 15:00:00,0.0,16.8,855.6,288.0,724.07,17.2,67.2
2005-12-31 18:00:00,13.0,,1034.2,0.0,873.15,,
2005-12-31 21:00:00,,0.0,1003.6,0.0,159.26,22.3,35.2
2006-01-01 00:00:00,,1.2,852.8,9.0,,,16.0
2006-01-01 18:00:00,,103.0,969.2,201.0,1062.04,,51.2
2006-01-01 21:00:00,0.0,11.6,1040.4,96.0,639.81,,
2006-01-02 00:00:00,,0.0,903.0,123.0,,,
2006-01-02 03:00:00,0.0,,909.3,51.0,,39.3,38.4
2006-01-02 06:00:00,2.0,0.0,870.8,0.0,,,60.8
2006-01-02 09:00:00,3.0,2.2,871.4,0.0,1077.78,,30.4
2006-01-02 12:00:00,4.0,78.8,876.0,0.0,1051.85,,44.8
2006-01-02 15:00:00,0.0,6.4,916.5,96.0,35.19,,51.2
2006-01-02 18:00:00,14.0,19.2,941.3,132.0,284.26,43.0,
2006-01-02 21:00:00,,,991.2,204.0,26.85,25.7,38.4
2006-01-03 00:00:00,1.0,,862.8,132.0,,,91.2
2006-01-03 03:00:00,,186.0,882.0,147.0,,,
2006-01-03 06:00:00,0.0,6.4,974.9,96.0,,,51.2
2006-01-03 09:00:00,0.0,6.4,1003.6,96.0,35.19,,51.2
2006-01-03 12:00:00,,102.8,850.0,192.0,9.26,,
2006-01-03 15:00:00,0.0,6.4,978.0,96.0,35.19,,51.2
2006-01-03 18:00:00,,102.8,1035.6,192.0,9.26,,
2006-01-03 21:00:00,12.0,6.4,877.5,0.0,571.3,,
2006-01-04 00:00:00,6.0,102.8,911.5,3.0,,13.8,12.8
2006-01-04 06:00:00,,19.2,1003.6,210.0,0.0,35.2,30.4
2006-01-04 09:00:00,3.0,,850.0,360.0,26.85,,78.4
2006-01-04 12:00:00,,,852.4,105.0,568.52,,24.0
2006-01-04 15:00:00,0.0,,966.7,117.0,1024.07,,51.2
2006-01-04 18:00:00,0.0,11.6,1025.2,0.0,142.59,,
2006-01-04 21:00:00,,,877.3,0.0,65.74,,
2006-01-05 00:00:00,0.0,,906.5,9.0,,39.3,38.4
2006-01-05 03:00:00,,19.2,1003.6,207.0,0.0,20.4,25.6
2006-01-05 06:00:00,,,850.0,144.0,,,78.4
2006-01-05 09:00:00,,,852.4,102.0,568.52,,64.0
2006-01-05 12:00:00,,64.8,926.8,102.0,0.93,,28.8
2006-01-06 15:00:00,0.0,6.4,1003.6,96.0,35.19,,51.2
2006-01-06 18:00:00,,102.8,850.0,192.0,9.26,,
2006-01-06 21:00:00,12.0,6.4,852.4,0.0,571.3,,
2006-01-07 00:00:00,6.0,102.8,926.8,3.0,,,12.8
2006-01-07 12:00:00,2.0,0.0,872.5,0.0,1074.07,,43.2
2006-01-07 15:00:00,0.0,7.4,974.9,288.0,811.11,34.0,20.8
2006-01-07 18:00:00,13.0,,935.6,0.0,426.85,,
2006-01-07 21:00:00,,0.0,877.5,0.0,1023.15,,52.8
2006-01-08 00:00:00,14.0,1.2,911.5,9.0,,,30.4
2006-01-09 12:00:00,5.0,,1003.6,9.0,346.3,,51.2
2006-01-09 15:00:00,,129.0,850.0,246.0,864.81,,
2006-01-09 18:00:00,14.0,189.4,852.4,42.0,722.22,,
2006-01-09 21:00:00,0.0,,926.8,96.0,542.59,,38.4
2006-01-12 03:00:00,,4.8,850.0,0.0,,,
2006-01-12 06:00:00,,2.6,850.0,0.0,,14.6,
2006-01-12 09:00:00,,8.0,850.0,0.0,14.81,,
2006-01-12 12:00:00,,6.6,850.0,0.0,25.93,,
2006-01-13 00:00:00,,19.2,1003.6,210.0,0.0,12.8,24.0
2006-01-13 03:00:00,,,850.0,312.0,,,52.8
2006-01-13 06:00:00,,,852.4,96.0,,,32.0
2006-01-13 09:00:00,,,926.8,198.0,0.93,,30.4
2006-01-14 00:00:00,0.0,,855.8,288.0,,,64.0
2006-01-14 03:00:00,,19.2,1003.6,234.0,0.0,,25.6
2006-01-14 06:00:00,,,850.0,264.0,,,52.8
2006-01-14 09:00:00,,,852.4,162.0,568.52,,72.0
2006-01-14 12:00:00,,52.0,926.8,198.0,0.93,,30.4
2006-01-15 00:00:00,0.0,191.8,850.0,15.0,,,33.6
2006-01-15 03:00:00,0.0,188.2,850.0,,,,52.8
2006-01-15 06:00:00,0.0,183.4,850.0,,,,57.6
2006-01-15 09:00:00,0.0,184.0,850.0,,339.81,,72.0
2006-01-15 12:00:00,0.0,,855.7,288.0,253.7,23.2,68.8
2006-01-15 15:00:00,,,1040.2,0.0,305.56,14.8,12.8
2006-01-15 18:00:00,,0.0,965.2,0.0,173.15,22.9,40.0
2006-01-15 21:00:00,,1.2,852.9,9.0,961.11,38.4,16.0
2006-01-16 21:00:00,0.0,6.4,1003.6,96.0,35.19,,51.2
2006-01-17 00:00:00,,102.8,850.0,192.0,,,
2006-01-17 03:00:00,12.0,6.4,852.4,0.0,,,
2006-01-17 06:00:00,6.0,102.8,926.8,3.0,,,12.8
2006-01-18 00:00:00,,,917.3,243.0,,,51.2
2006-01-18 03:00:00,0.0,,1020.4,360.0,,,
2006-01-18 06:00:00,,,1043.0,180.0,,,
2006-01-18 09:00:00,0.0,154.4,885.6,102.0,267.59,13.3,38.4
2006-01-18 12:00:00,3.0,0.0,943.8,87.0,0.0,22.5,
2006-01-18 15:00:00,3.0,0.0,945.0,111.0,4.63,21.8,
2006-01-18 18:00:00,4.0,0.0,946.2,114.0,350.93,25.1,
2006-01-18 21:00:00,2.0,0.0,872.5,0.0,1054.63,,59.2
2006-01-19 00:00:00,3.0,0.6,871.9,0.0,,,78.4
2006-01-19 03:00:00,4.0,66.0,876.8,0.0,,,67.2
2006-01-19 06:00:00,0.0,6.4,917.5,96.0,,,51.2
2006-01-19 09:00:00,,102.8,1028.4,192.0,9.26,27.2,
2006-01-19 12:00:00,12.0,6.4,1030.2,0.0,571.3,,
2006-01-19 15:00:00,6.0,102.8,885.2,3.0,142.59,,12.8
2006-01-19 21:00:00,0.0,6.4,983.0,96.0,35.19,,51.2
2006-01-20 00:00:00,,102.8,930.8,192.0,,,
2006-01-20 03:00:00,12.0,6.4,852.0,0.0,,,
2006-01-20 06:00:00,6.0,102.8,908.7,3.0,,13.8,12.8
2006-01-20 21:00:00,3.0,0.0,941.9,93.0,183.33,28.8,
2006-01-21 00:00:00,1.0,0.0,943.5,117.0,0.0,26.6,
2006-01-21 03:00:00,4.0,0.0,943.4,57.0,0.0,21.6,
2006-01-21 06:00:00,3.0,0.0,943.1,72.0,0.0,21.1,
2006-01-21 09:00:00,2.0,0.0,944.5,105.0,1.85,20.9,
2006-01-21 12:00:00,4.0,0.0,945.4,117.0,368.52,25.2,
2006-01-21 15:00:00,3.0,0.0,944.1,108.0,727.78,29.3,
2006-01-21 21:00:00,2.0,0.0,942.9,99.0,160.19,29.2,
2006-01-22 00:00:00,1.0,0.0,944.1,42.0,0.0,25.5,
2006-01-22 03:00:00,4.0,0.0,944.1,51.0,0.0,22.1,
2006-01-22 06:00:00,3.0,0.0,943.0,78.0,0.0,21.3,
2006-01-23 21:00:00,2.0,0.0,942.4,69.0,210.19,31.0,
2006-01-24 00:00:00,2.0,0.0,944.5,42.0,0.0,26.7,
2006-01-24 03:00:00,3.0,0.0,944.0,48.0,0.0,23.2,
2006-01-24 06:00:00,3.0,0.0,943.6,66.0,0.0,22.3,
2006-01-24 09:00:00,3.0,0.0,945.2,87.0,1.85,22.0,
2006-01-24 12:00:00,5.0,0.0,945.9,102.0,307.41,26.4,
2006-01-24 15:00:00,4.0,0.0,944.8,108.0,750.0,30.6,
2006-01-24 18:00:00,4.0,0.0,943.0,84.0,260.19,30.6,
2006-01-24 21:00:00,2.0,0.0,944.7,66.0,0.0,28.1,
2006-01-25 00:00:00,3.0,0.0,944.2,51.0,0.0,24.1,
2006-01-25 03:00:00,3.0,0.0,943.7,78.0,0.0,23.6,
2006-01-25 06:00:00,3.0,0.0,943.7,78.0,0.0,23.6,
2006-01-25 09:00:00,4.0,0.0,945.5,114.0,1.85,22.6,
2006-01-25 12:00:00,5.0,0.0,947.0,114.0,259.26,25.4,
2006-01-25 15:00:00,4.0,0.0,946.2,108.0,579.63,30.1,
2006-01-25 18:00:00,4.0,0.0,944.0,93.0,514.81,31.3,
2006-01-25 21:00:00,4.0,0.0,944.5,111.0,171.3,29.8,
2006-01-26 00:00:00,2.0,0.0,946.0,102.0,0.0,26.6,
2006-01-26 03:00:00,3.0,0.0,945.2,54.0,0.0,23.9,
2006-01-26 06:00:00,2.0,0.0,944.6,69.0,0.0,22.2,
2006-01-26 09:00:00,3.0,0.0,945.9,90.0,1.85,22.0,
2006-01-26 12:00:00,4.0,0.0,947.4,102.0,361.11,26.4,
2006-01-26 15:00:00,4.0,0.0,946.4,99.0,779.63,30.6,
2006-01-26 18:00:00,4.0,0.0,944.0,111.0,827.78,32.7,
2006-01-26 21:00:00,4.0,0.0,944.7,93.0,285.19,30.9,
2006-01-27 00:00:00,2.0,0.0,946.3,54.0,0.0,27.3,
2006-01-27 03:00:00,4.0,0.0,945.3,60.0,0.0,23.6,
2006-01-27 06:00:00,4.0,0.0,944.3,72.0,0.0,22.2,
2006-01-27 09:00:00,2.0,0.0,945.9,75.0,1.85,21.6,
2006-01-27 12:00:00,4.0,0.0,947.4,105.0,377.78,26.3,
2006-01-27 15:00:00,3.0,0.0,946.4,81.0,839.81,31.1,
2006-01-27 18:00:00,3.0,0.0,943.6,66.0,833.33,32.7,
2006-01-27 21:00:00,3.0,0.0,944.2,90.0,279.63,31.6,
2006-01-28 00:00:00,2.0,0.0,946.1,72.0,0.0,26.3,
2006-01-28 03:00:00,5.0,0.0,946.0,48.0,0.0,23.0,
2006-01-28 06:00:00,3.0,0.0,944.7,66.0,0.0,22.0,
2006-01-28 09:00:00,2.0,0.0,945.6,78.0,0.93,21.2,
2006-01-28 12:00:00,3.0,0.0,947.0,99.0,367.59,26.4,
2006-01-28 18:00:00,3.0,0.0,943.2,66.0,653.7,33.0,
2006-01-28 21:00:00,3.0,0.0,943.4,51.0,233.33,30.9,
2006-01-29 00:00:00,4.0,0.0,945.4,33.0,0.0,25.1,
2006-01-29 03:00:00,5.0,0.0,945.1,45.0,0.0,22.9,
2006-01-30 18:00:00,2.0,0.0,942.1,90.0,715.74,31.9,
2006-01-30 21:00:00,2.0,0.0,942.1,66.0,281.48,30.7,
2006-01-31 00:00:00,6.0,0.0,944.4,42.0,0.0,22.6,
2006-01-31 03:00:00,3.0,0.0,944.3,57.0,0.0,21.4,
2006-01-31 06:00:00,3.0,0.0,945.4,66.0,,21.2,
2006-01-31 09:00:00,3.0,0.0,946.1,84.0,282.41,26.3,
2006-01-31 15:00:00,3.0,0.0,944.5,105.0,603.7,30.3,
2006-01-31 18:00:00,2.0,0.0,942.0,75.0,582.41,32.5,
2006-01-31 21:00:00,2.0,0.0,941.6,81.0,223.15,30.5,
2006-02-01 00:00:00,3.0,0.0,943.6,33.0,0.0,25.1,
2006-02-01 03:00:00,6.0,0.0,944.4,45.0,0.0,22.1,
2006-02-01 06:00:00,5.0,0.0,943.8,51.0,0.0,22.2,
2006-02-01 09:00:00,3.0,0.0,944.7,72.0,0.93,22.1,
2006-02-01 12:00:00,4.0,0.0,945.9,99.0,294.44,26.5,
2006-02-01 15:00:00,3.0,0.0,944.5,87.0,667.59,28.8,
2006-02-01 18:00:00,2.0,0.0,942.1,87.0,576.85,30.5,
2006-02-01 21:00:00,2.0,0.0,942.5,81.0,255.56,29.6,
2006-02-02 00:00:00,4.0,0.0,943.9,45.0,0.0,23.6,
2006-02-02 03:00:00,6.0,0.0,944.1,36.0,0.0,21.9,
2006-02-02 06:00:00,5.0,0.0,943.5,60.0,0.0,21.5,
2006-02-02 09:00:00,3.0,0.0,944.9,66.0,0.93,21.3,
2006-02-02 12:00:00,2.0,0.0,946.2,75.0,155.56,24.0,
2006-02-03 15:00:00,4.0,0.0,943.3,105.0,750.93,30.4,
2006-02-03 18:00:00,3.0,0.0,940.6,96.0,749.07,32.9,
2006-02-03 21:00:00,3.0,0.0,940.7,75.0,255.56,30.8,
2006-02-04 00:00:00,3.0,0.0,943.1,45.0,0.0,24.7,
2006-02-04 03:00:00,4.0,0.0,943.4,45.0,0.0,23.0,
2006-02-05 15:00:00,3.0,0.0,944.0,99.0,539.81,28.9,
2006-02-05 18:00:00,2.0,0.0,940.9,81.0,601.85,32.8,
2006-02-05 21:00:00,3.0,0.0,941.3,66.0,228.7,30.4,
2006-02-06 00:00:00,3.0,0.0,944.6,30.0,0.0,25.2,
2006-02-06 12:00:00,3.5,0.0,946.3,75.0,137.04,23.7,
2006-02-06 15:00:00,3.0,0.0,945.6,69.0,327.78,25.8,
2006-02-06 18:00:00,2.0,0.0,943.7,87.0,262.04,27.1,
2006-02-06 21:00:00,1.0,0.0,943.9,96.0,162.04,26.8,
2006-02-07 00:00:00,1.0,0.0,945.3,45.0,0.0,24.5,
2006-02-07 03:00:00,4.0,0.0,945.4,39.0,0.0,22.4,
2006-02-07 06:00:00,3.0,0.2,944.3,42.0,0.0,21.4,
2006-02-07 09:00:00,3.0,1.0,945.1,54.0,0.0,20.9,
2006-02-07 15:00:00,4.0,0.0,945.1,57.0,794.44,28.3,
2006-02-07 18:00:00,4.0,0.0,942.4,42.0,710.19,30.9,
2006-02-07 21:00:00,4.0,0.0,942.7,48.0,281.48,29.1,
2006-02-08 00:00:00,5.0,0.0,945.1,33.0,0.0,24.8,
2006-02-08 12:00:00,3.0,0.0,946.6,81.0,293.52,25.2,
2006-02-08 15:00:00,3.0,0.0,945.0,78.0,660.19,29.7,
2006-02-08 18:00:00,3.0,0.0,942.4,66.0,833.33,32.0,
2006-02-08 21:00:00,2.0,0.0,942.5,78.0,242.59,30.4,
2006-02-09 18:00:00,2.0,0.0,943.4,75.0,614.81,31.9,
2006-02-09 21:00:00,2.0,0.0,943.7,33.0,94.44,30.1,
2006-02-10 00:00:00,4.0,0.0,946.3,33.0,0.0,24.8,
2006-02-10 03:00:00,6.0,0.0,946.3,48.0,0.0,22.1,
2006-02-10 06:00:00,5.0,0.0,945.1,51.0,0.0,22.1,
2006-02-10 09:00:00,3.0,0.0,946.3,57.0,1.85,21.6,
2006-02-11 18:00:00,3.0,0.0,944.1,57.0,643.52,29.8,
2006-02-11 21:00:00,3.0,0.0,943.8,57.0,178.7,27.6,
2006-02-12 00:00:00,3.0,0.0,947.0,33.0,0.0,23.7,
2006-02-12 03:00:00,5.0,0.0,946.3,42.0,0.0,22.4,
2006-02-12 06:00:00,4.0,0.0,945.5,36.0,0.0,22.0,
2006-02-12 09:00:00,3.0,0.0,946.1,63.0,0.0,22.1,
2006-02-12 12:00:00,3.0,0.0,947.1,75.0,131.48,23.7,
2006-02-12 15:00:00,3.0,0.0,946.6,60.0,355.56,26.9,
2006-02-12 18:00:00,3.0,0.0,943.4,60.0,523.15,29.3,
2006-02-13 21:00:00,2.0,0.0,943.0,21.0,126.85,29.3,
2006-02-14 00:00:00,3.0,0.0,945.2,30.0,0.0,25.3,
2006-02-14 03:00:00,6.0,0.0,945.9,39.0,0.0,23.1,
2006-02-14 06:00:00,5.0,1.4,944.9,39.0,0.0,21.7,
2006-02-14 12:00:00,3.0,0.0,947.6,69.0,127.78,23.8,
2006-02-14 15:00:00,3.0,0.0,946.2,69.0,635.19,28.5,
2006-02-14 18:00:00,3.0,0.0,943.7,60.0,499.07,30.2,
2006-02-14 21:00:00,3.0,0.0,944.1,51.0,171.3,27.4,
2006-02-15 00:00:00,4.0,0.0,946.3,18.0,0.0,24.3,
2006-02-15 03:00:00,3.0,0.0,946.3,21.0,0.0,22.4,
2006-02-15 06:00:00,3.0,0.0,945.2,36.0,0.0,21.3,
2006-02-15 18:00:00,2.0,0.0,942.3,72.0,506.48,30.5,
2006-02-15 21:00:00,2.0,0.0,942.6,273.0,49.07,27.8,
2006-02-16 00:00:00,3.0,0.0,945.7,30.0,0.0,24.7,
2006-02-16 03:00:00,5.0,0.0,945.2,48.0,0.0,22.6,
2006-02-16 09:00:00,2.0,1.4,945.3,102.0,0.0,19.9,
2006-02-16 12:00:00,2.0,0.2,946.3,174.0,93.52,22.9,
2006-02-16 15:00:00,2.0,0.0,945.5,102.0,498.15,26.5,
2006-02-16 18:00:00,2.0,0.0,942.3,114.0,589.81,29.1,
2006-02-16 21:00:00,2.0,0.0,941.9,183.0,246.3,28.3,
2006-02-17 00:00:00,1.0,0.0,944.1,225.0,0.0,25.1,
2006-02-17 03:00:00,3.0,0.0,944.8,45.0,0.0,22.7,
2006-02-17 09:00:00,2.0,0.0,945.0,108.0,0.93,20.3,
2006-02-17 12:00:00,3.0,0.0,946.0,96.0,389.81,25.4,
2006-02-17 15:00:00,3.0,0.0,945.3,105.0,812.96,28.7,
2006-02-17 18:00:00,3.0,0.0,942.5,75.0,570.37,30.6,
2006-02-17 21:00:00,2.0,0.4,942.6,204.0,89.81,26.4,
2006-02-18 00:00:00,4.0,0.0,945.9,45.0,0.0,22.9,
2006-02-18 09:00:00,2.0,0.0,945.9,75.0,0.93,21.3,
2006-02-18 12:00:00,2.0,0.0,947.8,75.0,120.37,23.1,
2006-02-18 15:00:00,2.0,0.0,946.5,93.0,615.74,27.6,
2006-02-18 18:00:00,3.0,0.0,943.7,78.0,604.63,28.6,
2006-02-18 21:00:00,3.0,0.0,945.3,81.0,159.26,25.0,
2006-02-19 00:00:00,2.0,3.0,947.1,312.0,0.0,22.6,
2006-02-19 09:00:00,2.0,15.2,946.7,63.0,0.93,19.5,
2006-02-19 12:00:00,2.0,0.0,948.8,117.0,137.04,22.3,
2006-02-19 15:00:00,3.0,0.0,947.3,105.0,561.11,26.4,
2006-02-19 18:00:00,3.0,0.0,944.9,117.0,711.11,29.5,
2006-02-19 21:00:00,3.0,0.0,945.0,126.0,326.85,28.2,
2006-02-20 00:00:00,3.0,0.0,946.3,42.0,0.0,23.3,
2006-02-20 03:00:00,4.0,0.0,946.2,48.0,0.0,22.4,
2006-02-20 06:00:00,3.0,8.4,945.0,57.0,0.0,21.7,
