data,Velocidade Média do Vento 10m,Precipitação Pluviométrica,Pressão Atmosférica,Direção do Vento 10m,Radiação,Temperatura do Ar a 2m,Umidade Relativa do Ar a 2m
2005-05-05 18:00:00,2.0,0.0,1006.3,156.0,618.52,31.1,56.0
2005-05-05 21:00:00,1.0,0.0,1007.2,183.0,171.3,28.7,72.0
2005-05-06 00:00:00,,,1009.7,99.0,,25.1,78.4
2005-05-06 03:00:00,,,1008.6,111.0,,25.3,88.0
2005-05-06 06:00:00,0.0,,1007.8,312.0,,24.6,91.2
2005-05-06 09:00:00,1.0,,1008.8,297.0,1123.15,23.9,91.2
2005-05-06 12:00:00,1.0,0.0,1009.7,123.0,243.52,27.8,76.8
2005-05-06 15:00:00,3.0,0.0,1008.0,159.0,603.7,29.9,60.8
2005-05-06 18:00:00,3.0,0.0,1005.7,159.0,624.07,31.0,54.4
2005-05-06 21:00:00,2.0,0.0,1006.2,195.0,137.96,27.9,72.0
2005-05-07 00:00:00,1.0,0.0,1008.7,168.0,0.0,27.3,76.8
2005-05-07 03:00:00,2.0,23.4,1007.9,102.0,0.0,23.8,91.2
2005-05-07 06:00:00,2.0,11.4,1006.8,216.0,0.0,24.0,92.8
2005-05-07 09:00:00,1.0,0.2,1007.5,111.0,3.7,23.9,92.8
2005-05-07 12:00:00,2.0,0.0,1009.4,147.0,333.33,27.8,73.6
2005-05-07 15:00:00,4.0,0.0,1007.3,120.0,755.56,30.9,56.0
2005-05-07 18:00:00,4.0,0.0,1005.5,111.0,727.78,32.3,51.2
2005-05-07 21:00:00,1.0,0.0,1006.4,153.0,165.74,28.4,76.8
2005-05-08 00:00:00,1.0,0.2,1008.9,54.0,0.0,25.2,86.4
2005-05-08 03:00:00,0.0,0.6,1008.4,306.0,0.0,25.6,89.6
2005-05-08 06:00:00,1.0,0.0,1007.0,120.0,0.0,23.6,88.0
2005-05-08 09:00:00,1.0,0.0,1007.8,99.0,5.56,23.3,89.6
2005-05-08 12:00:00,2.0,0.0,1008.6,117.0,401.85,28.5,65.6
2005-05-08 15:00:00,4.0,0.2,1006.9,120.0,771.3,30.7,56.0
2005-05-08 18:00:00,4.0,0.0,1004.9,126.0,627.78,31.5,54.4
2005-05-08 21:00:00,2.0,1.2,1006.2,144.0,124.07,26.1,83.2
2005-05-09 00:00:00,1.0,0.4,1009.1,54.0,0.0,25.5,86.4
2005-05-09 03:00:00,1.0,0.0,1008.6,63.0,0.0,25.0,86.4
2005-05-09 06:00:00,0.0,0.4,1007.4,126.0,0.0,24.6,88.0
2005-05-09 09:00:00,0.0,0.0,1007.8,150.0,4.63,23.8,91.2
2005-05-09 12:00:00,2.0,0.0,1009.2,159.0,383.33,28.1,67.2
2005-05-09 15:00:00,2.0,0.2,1007.7,126.0,762.04,31.0,52.8
2005-05-09 18:00:00,2.0,0.0,1006.0,123.0,664.81,31.9,49.6
2005-05-09 21:00:00,1.0,2.4,1006.7,111.0,165.74,25.6,80.0
2005-05-10 00:00:00,1.0,0.0,1008.5,18.0,0.0,25.4,84.8
2005-05-10 03:00:00,0.0,0.0,1007.8,285.0,0.0,24.4,91.2
2005-05-10 06:00:00,1.0,0.0,1006.5,270.0,0.0,23.6,91.2
2005-05-10 09:00:00,0.0,0.0,1007.8,126.0,4.63,23.7,92.8
2005-05-10 12:00:00,1.0,0.0,1008.9,156.0,1084.26,28.8,68.8
2005-05-10 15:00:00,3.0,0.0,1007.0,135.0,674.07,31.6,52.8
2005-05-10 18:00:00,2.0,0.0,1004.7,144.0,601.85,33.2,48.0
2005-05-10 21:00:00,2.0,0.0,1005.4,93.0,185.19,26.8,75.2
2005-05-11 00:00:00,1.0,5.2,1007.6,36.0,0.0,24.8,89.6
2005-05-11 03:00:00,0.0,0.2,1007.2,6.0,0.0,24.3,91.2
2005-05-11 06:00:00,0.0,0.0,1005.7,126.0,0.0,23.5,92.8
2005-05-11 09:00:00,0.0,0.0,1006.8,96.0,5.56,23.5,92.8
2005-05-11 12:00:00,2.0,0.0,1008.8,129.0,389.81,28.8,62.4
2005-05-11 15:00:00,4.0,0.0,1007.0,126.0,729.63,30.7,59.2
2005-05-11 18:00:00,3.0,0.0,1004.7,138.0,574.07,32.0,56.0
2005-05-11 21:00:00,2.0,0.0,1005.1,111.0,179.63,28.5,72.0
2005-05-12 00:00:00,2.0,4.8,1007.2,117.0,0.0,25.1,89.6
2005-05-12 03:00:00,2.0,12.4,1007.1,165.0,0.0,24.2,91.2
2005-05-12 06:00:00,1.0,3.0,1005.8,192.0,0.0,24.1,91.2
2005-05-12 09:00:00,1.0,0.0,1006.9,198.0,1.85,24.0,88.0
2005-05-12 12:00:00,2.0,0.0,1008.9,162.0,245.37,27.3,76.8
2005-05-12 15:00:00,3.0,0.0,1007.8,117.0,356.48,29.0,70.4
2005-05-12 18:00:00,2.0,0.0,1005.4,87.0,468.52,30.3,65.6
2005-05-12 21:00:00,1.0,0.0,1005.3,72.0,189.81,28.0,78.4
2005-05-13 00:00:00,2.0,0.0,1007.7,66.0,0.0,26.3,83.2
2005-05-13 03:00:00,1.0,0.0,1007.5,120.0,0.0,24.8,89.6
2005-05-13 06:00:00,,,976.6,306.0,,39.2,
2005-05-13 09:00:00,,,873.8,297.0,1135.19,39.3,56.0
2005-05-13 12:00:00,,,1026.8,309.0,381.48,11.2,16.0
2005-05-13 15:00:00,,,1006.0,321.0,871.3,10.9,67.2
2005-05-13 18:00:00,7.0,4.8,1005.1,198.0,638.89,25.7,16.0
2005-05-13 21:00:00,2.0,0.2,1005.3,54.0,51.85,25.8,86.4
2005-05-14 00:00:00,3.0,0.2,1006.9,108.0,0.0,24.0,89.6
2005-05-14 03:00:00,1.0,0.6,1006.2,114.0,0.0,24.2,89.6
2005-05-14 06:00:00,0.0,0.0,1005.3,120.0,0.0,24.3,91.2
2005-05-14 09:00:00,1.0,0.0,1005.7,123.0,7.41,24.4,88.0
2005-05-14 12:00:00,2.0,0.0,1007.5,120.0,355.56,28.5,70.4
2005-05-14 15:00:00,4.0,0.0,1006.1,114.0,715.74,30.5,64.0
2005-05-14 18:00:00,3.0,0.0,1003.7,123.0,609.26,31.9,54.4
2005-05-14 21:00:00,2.0,0.0,1004.2,141.0,171.3,28.6,70.4
2005-05-15 00:00:00,2.0,4.2,1006.2,84.0,0.0,24.8,89.6
2005-05-15 03:00:00,0.0,0.0,1005.7,99.0,0.0,24.8,91.2
2005-05-15 06:00:00,1.0,0.0,1004.8,105.0,0.0,23.0,91.2
2005-05-15 09:00:00,0.0,0.0,1005.1,144.0,5.56,22.7,92.8
2005-05-15 12:00:00,2.0,0.0,1006.8,129.0,371.3,28.2,70.4
2005-05-15 15:00:00,4.0,0.0,1005.3,117.0,716.67,30.4,59.2
2005-05-15 18:00:00,3.0,0.0,1003.2,111.0,625.93,31.5,56.0
2005-05-15 21:00:00,1.0,0.0,1003.9,138.0,173.15,28.8,75.2
2005-05-16 00:00:00,1.0,0.0,1005.6,45.0,0.0,26.9,81.6
2005-05-16 03:00:00,1.0,0.0,1005.4,84.0,0.0,26.3,86.4
2005-05-16 06:00:00,2.0,0.2,1004.3,153.0,0.0,24.6,88.0
2005-05-16 09:00:00,1.0,0.0,1005.9,153.0,3.7,24.3,88.0
2005-05-16 12:00:00,2.0,0.0,1007.0,150.0,321.3,28.8,68.8
2005-05-16 15:00:00,4.0,0.8,1005.8,114.0,420.37,25.9,88.0
2005-05-16 18:00:00,3.0,1.2,1003.6,99.0,472.22,29.8,67.2
2005-05-16 21:00:00,3.0,0.0,1004.9,93.0,137.96,25.7,84.8
2005-05-17 00:00:00,1.0,3.6,1006.0,120.0,0.0,24.4,91.2
2005-05-17 03:00:00,0.0,0.2,1005.4,159.0,0.0,24.2,89.6
2005-05-17 06:00:00,0.0,0.0,1003.9,237.0,0.0,23.5,92.8
2005-05-17 09:00:00,0.0,0.0,1004.4,237.0,1.85,23.5,91.2
2005-05-17 12:00:00,1.0,0.0,1006.9,171.0,282.41,27.7,73.6
2005-05-17 15:00:00,3.0,0.0,1004.4,147.0,635.19,30.7,60.8
2005-05-17 18:00:00,3.0,0.0,1002.4,123.0,500.0,31.6,57.6
2005-05-17 21:00:00,1.0,0.0,1003.2,90.0,174.07,28.3,75.2
2005-05-18 00:00:00,2.0,3.6,1005.3,66.0,0.0,24.5,89.6
2005-05-18 03:00:00,1.0,1.6,1005.1,123.0,0.0,24.5,91.2
2005-05-18 06:00:00,0.0,0.4,1003.5,156.0,0.0,24.8,91.2
2005-05-18 09:00:00,0.0,0.2,1004.5,177.0,0.93,24.7,91.2
2005-05-18 12:00:00,2.0,0.0,1007.1,138.0,196.3,27.3,76.8
2005-05-18 15:00:00,4.0,0.0,1004.5,147.0,637.96,30.0,64.0
2005-05-18 18:00:00,3.0,0.0,1002.4,126.0,456.48,31.0,59.2
2005-05-18 21:00:00,0.0,0.0,1002.8,156.0,96.3,27.5,83.2
2005-05-19 00:00:00,1.0,0.0,1005.1,42.0,0.0,26.3,81.6
2005-05-19 03:00:00,0.0,0.0,1004.6,342.0,0.0,25.3,88.0
2005-05-19 06:00:00,0.0,0.0,1003.5,84.0,0.0,25.3,89.6
2005-05-19 09:00:00,1.0,0.0,1004.7,96.0,3.7,24.4,89.6
2005-05-19 12:00:00,2.0,0.0,1006.1,126.0,325.93,28.4,70.4
2005-05-19 15:00:00,3.0,0.0,1004.9,126.0,551.85,30.2,59.2
2005-05-19 18:00:00,2.0,0.0,1003.2,111.0,417.59,31.2,62.4
2005-05-19 21:00:00,2.0,0.0,1004.4,126.0,135.19,26.4,80.0
2005-05-20 00:00:00,1.0,0.0,1006.3,51.0,0.0,26.1,80.0
2005-05-20 03:00:00,2.0,4.4,1006.7,96.0,0.0,24.1,91.2
2005-05-20 06:00:00,1.0,0.2,1005.4,114.0,0.0,23.9,91.2
2005-05-20 09:00:00,0.0,0.0,1006.3,105.0,4.63,24.0,92.8
2005-05-20 12:00:00,1.0,0.0,1007.7,138.0,373.15,28.8,72.0
2005-05-20 15:00:00,3.0,0.0,1006.1,111.0,645.37,30.7,64.0
2005-05-20 18:00:00,3.0,0.0,1003.9,93.0,616.67,31.0,67.2
2005-05-20 21:00:00,3.0,0.0,1005.4,33.0,120.37,25.0,84.8
2005-05-21 00:00:00,1.0,0.2,1007.4,114.0,0.0,25.3,89.6
2005-05-21 03:00:00,0.0,0.0,1006.7,324.0,0.0,25.1,91.2
2005-05-21 06:00:00,0.0,0.0,1005.6,159.0,0.0,24.1,92.8
2005-05-21 09:00:00,0.0,0.0,1007.0,171.0,3.7,23.9,92.8
2005-05-21 12:00:00,0.0,0.0,1009.0,105.0,309.26,28.1,75.2
2005-05-21 15:00:00,2.0,0.2,1007.1,114.0,693.52,31.0,60.8
2005-05-21 18:00:00,2.0,0.0,1004.5,105.0,549.07,31.9,56.0
2005-05-21 21:00:00,2.0,0.0,1005.6,21.0,140.74,25.1,81.6
2005-05-22 00:00:00,1.0,0.0,1007.5,66.0,0.0,25.1,86.4
2005-05-22 03:00:00,1.0,0.0,1007.2,75.0,0.0,24.0,86.4
2005-05-22 06:00:00,0.0,0.0,1005.9,249.0,0.0,24.2,91.2
2005-05-22 09:00:00,0.0,0.0,1006.6,273.0,3.7,23.6,92.8
2005-05-22 12:00:00,1.0,0.0,1008.8,117.0,289.81,28.1,76.8
2005-05-22 15:00:00,3.0,0.0,1006.9,114.0,681.48,31.4,60.8
2005-05-22 18:00:00,3.0,0.0,1006.9,114.0,681.48,31.4,60.8
2005-05-22 21:00:00,2.0,0.0,1004.5,75.0,666.67,32.1,56.0
2005-05-23 00:00:00,3.0,0.0,1005.7,45.0,,26.4,80.0
2005-05-23 03:00:00,1.0,0.4,1008.1,345.0,0.0,24.8,86.4
2005-05-23 06:00:00,1.0,8.2,1005.7,159.0,0.0,23.7,92.8
2005-05-23 09:00:00,0.0,0.0,1007.2,177.0,1.85,23.6,92.8
2005-05-23 12:00:00,1.0,0.4,1009.2,108.0,138.89,24.8,86.4
2005-05-23 15:00:00,4.0,4.4,1008.4,75.0,299.07,26.0,81.6
2005-05-23 18:00:00,3.0,0.6,1006.3,66.0,303.7,27.6,75.2
2005-05-23 21:00:00,1.0,0.0,1005.7,30.0,84.26,25.3,86.4
2005-05-24 00:00:00,0.0,0.0,1007.2,105.0,0.0,24.3,89.6
2005-05-24 03:00:00,0.0,0.0,1007.1,0.0,0.0,23.1,92.8
2005-05-24 06:00:00,0.0,0.0,1005.9,216.0,0.0,22.7,92.8
2005-05-24 09:00:00,0.0,0.0,1006.7,270.0,1.85,22.7,92.8
2005-05-24 12:00:00,0.0,0.0,1009.1,132.0,339.81,27.9,73.6
2005-05-24 15:00:00,3.0,0.0,1007.9,96.0,737.96,30.7,62.4
2005-05-24 18:00:00,3.0,0.0,1005.6,117.0,487.04,31.2,60.8
2005-05-24 21:00:00,2.0,1.8,1006.8,54.0,43.52,25.0,89.6
2005-05-25 00:00:00,1.0,0.0,1008.4,105.0,0.0,24.1,88.0
2005-05-25 03:00:00,0.0,0.0,1008.2,300.0,0.0,23.5,91.2
2005-05-25 06:00:00,0.0,0.0,1007.0,210.0,0.0,23.0,92.8
2005-05-25 09:00:00,0.0,0.0,1007.6,111.0,3.7,22.7,92.8
2005-05-25 12:00:00,1.0,0.0,1009.6,102.0,370.37,28.4,72.0
2005-05-25 15:00:00,4.0,0.2,1008.4,90.0,739.81,31.2,60.8
2005-05-25 18:00:00,3.0,0.0,1006.5,72.0,627.78,30.9,62.4
2005-05-25 21:00:00,2.0,5.0,1007.2,114.0,127.78,26.0,88.0
2005-05-26 00:00:00,0.0,0.0,1009.3,84.0,0.0,24.9,88.0
2005-05-26 03:00:00,1.0,0.0,1008.8,90.0,0.0,24.1,91.2
2005-05-26 06:00:00,0.0,0.0,1007.8,105.0,0.0,23.2,92.8
2005-05-26 09:00:00,0.0,0.2,1009.5,84.0,3.7,22.7,92.8
2005-05-26 12:00:00,2.0,0.0,1011.3,105.0,350.93,28.3,72.0
2005-05-26 15:00:00,4.0,0.0,1010.5,99.0,679.63,30.7,59.2
2005-05-26 18:00:00,3.0,0.0,1008.0,96.0,660.19,31.7,54.4
2005-05-26 21:00:00,1.0,0.0,1008.7,72.0,166.67,28.7,73.6
2005-05-27 00:00:00,3.0,0.0,1010.7,63.0,0.0,24.3,86.4
2005-05-27 03:00:00,1.0,0.2,1009.8,90.0,0.0,23.9,91.2
2005-05-27 06:00:00,0.0,0.0,1008.7,117.0,0.0,23.7,91.2
2005-05-27 09:00:00,1.0,0.0,1009.3,81.0,4.63,23.4,92.8
2005-05-27 12:00:00,3.0,0.0,1010.7,138.0,364.81,28.4,70.4
2005-05-27 15:00:00,3.0,0.0,1008.9,120.0,809.26,31.6,57.6
2005-05-27 18:00:00,3.0,0.0,1006.9,117.0,525.93,31.2,54.4
2005-05-27 21:00:00,1.0,0.0,1007.1,84.0,165.74,27.6,78.4
2005-05-28 00:00:00,2.0,0.0,1009.7,57.0,0.0,25.7,84.8
2005-05-28 03:00:00,1.0,0.0,1009.4,54.0,0.0,25.0,89.6
2005-05-28 06:00:00,1.0,0.0,1008.7,93.0,0.0,24.3,89.6
2005-05-28 09:00:00,1.0,0.0,1009.0,105.0,5.56,23.2,91.2
2005-05-28 12:00:00,2.0,0.0,1010.5,144.0,337.04,27.8,60.8
2005-05-28 15:00:00,3.0,0.0,1008.5,141.0,764.81,30.4,54.4
2005-05-28 18:00:00,3.0,0.0,1006.2,117.0,538.89,30.9,57.6
2005-05-28 21:00:00,0.0,0.0,1006.4,102.0,92.59,28.5,75.2
2005-05-29 00:00:00,1.0,0.0,1008.3,45.0,0.0,24.8,84.8
2005-05-29 03:00:00,0.0,0.0,1007.8,330.0,0.0,24.1,89.6
2005-05-29 06:00:00,0.0,0.0,1007.5,150.0,0.0,24.3,88.0
2005-05-29 09:00:00,2.0,0.0,1008.3,135.0,1.85,23.1,81.6
2005-05-29 12:00:00,4.0,0.0,1009.6,138.0,373.15,28.0,62.4
2005-05-29 15:00:00,5.0,0.0,1007.7,123.0,773.15,30.6,52.8
2005-05-29 18:00:00,4.0,0.0,1006.1,117.0,638.89,31.1,51.2
2005-05-29 21:00:00,1.0,0.0,1006.7,105.0,177.78,27.3,75.2
2005-05-30 00:00:00,1.0,0.0,1008.0,33.0,0.0,25.4,83.2
2005-05-30 03:00:00,0.0,0.0,1007.5,342.0,0.0,24.5,89.6
2005-05-30 06:00:00,0.0,0.2,1006.7,318.0,0.0,24.7,91.2
2005-05-30 09:00:00,1.0,0.0,1008.4,129.0,0.93,23.8,89.6
2005-05-30 12:00:00,2.0,0.0,1010.3,132.0,220.37,26.4,75.2
2005-05-30 15:00:00,3.0,0.0,1009.0,123.0,637.04,30.2,59.2
2005-05-30 18:00:00,3.0,1.4,1006.7,84.0,588.89,25.8,83.2
2005-05-30 21:00:00,3.0,0.2,1008.6,93.0,140.74,24.4,84.8
2005-05-31 00:00:00,2.0,0.0,1009.8,102.0,0.0,24.0,88.0
2005-05-31 03:00:00,0.0,0.0,1008.5,150.0,0.0,23.4,91.2
2005-05-31 06:00:00,0.0,0.0,1006.9,228.0,0.0,23.2,92.8
2005-05-31 09:00:00,0.0,0.0,1008.1,213.0,4.63,23.1,92.8
2005-05-31 12:00:00,3.0,0.0,1009.8,147.0,350.93,27.8,67.2
2005-05-31 15:00:00,4.0,0.0,1008.4,135.0,700.93,29.6,59.2
2005-05-31 18:00:00,4.0,0.0,1006.7,129.0,510.19,30.8,54.4
2005-05-31 21:00:00,1.0,0.0,1007.0,168.0,177.78,27.1,73.6
2005-06-01 00:00:00,1.0,0.0,1008.4,87.0,0.0,25.9,86.4
2005-06-01 03:00:00,1.0,0.0,1008.4,72.0,0.0,24.9,88.0
2005-06-01 06:00:00,1.0,0.0,1007.1,111.0,0.0,23.9,86.4
2005-06-01 09:00:00,0.0,0.0,1008.3,120.0,3.7,22.8,91.2
2005-06-01 12:00:00,2.0,0.0,1010.0,135.0,260.19,27.8,68.8
2005-06-01 15:00:00,4.0,0.0,1007.7,135.0,629.63,29.4,64.0
2005-06-01 18:00:00,2.0,1.2,1005.8,90.0,475.93,29.4,72.0
2005-06-01 21:00:00,2.0,1.4,1006.0,93.0,133.33,25.4,88.0
2005-06-02 00:00:00,1.0,1.6,1008.1,90.0,0.0,24.1,91.2
2005-06-02 03:00:00,0.0,0.2,1008.1,87.0,0.0,24.2,91.2
2005-06-02 06:00:00,0.0,0.0,1006.7,234.0,0.0,23.2,92.8
2005-06-02 09:00:00,0.0,0.0,1007.9,93.0,4.63,23.0,92.8
2005-06-02 12:00:00,1.0,0.0,1009.6,162.0,289.81,27.4,73.6
2005-06-02 15:00:00,3.0,0.0,1007.9,171.0,523.15,28.8,67.2
2005-06-02 18:00:00,2.0,0.0,1005.2,159.0,520.37,30.0,62.4
2005-06-02 21:00:00,2.0,0.0,1006.4,162.0,160.19,27.1,75.2
2005-06-03 00:00:00,2.0,0.0,1009.6,129.0,0.0,25.6,81.6
2005-06-03 03:00:00,2.0,0.0,1008.9,102.0,0.0,24.0,88.0
2005-06-03 06:00:00,1.0,0.0,1007.4,117.0,,23.7,91.2
2005-06-03 09:00:00,0.0,0.0,1007.8,192.0,1.85,23.8,91.2
2005-06-03 12:00:00,2.0,0.0,1009.1,177.0,272.22,26.8,72.0
2005-06-03 15:00:00,4.0,0.0,1008.3,153.0,468.52,28.9,67.2
2005-06-03 18:00:00,3.0,0.0,1006.6,138.0,512.96,30.1,56.0
2005-06-03 21:00:00,2.0,0.0,1007.1,156.0,166.67,27.3,72.0
2005-06-04 00:00:00,0.0,0.0,1009.1,141.0,0.0,25.5,80.0
2005-06-04 03:00:00,0.0,0.0,1008.6,84.0,0.0,24.0,88.0
2005-06-04 06:00:00,1.0,0.0,1007.7,114.0,0.0,23.6,89.6
2005-06-04 09:00:00,1.0,0.0,1008.2,117.0,1.85,23.9,81.6
2005-06-04 12:00:00,2.0,0.0,1009.5,135.0,232.41,27.5,68.8
2005-06-04 15:00:00,4.0,0.0,1008.2,132.0,640.74,29.8,59.2
2005-06-04 18:00:00,3.0,0.0,1006.2,114.0,381.48,29.8,57.6
2005-06-04 21:00:00,2.0,0.0,1007.2,93.0,85.19,26.1,81.6
2005-06-05 00:00:00,3.0,0.2,1009.8,69.0,0.0,24.0,89.6
2005-06-05 03:00:00,1.0,0.0,1008.9,78.0,0.0,24.0,91.2
2005-06-05 06:00:00,0.0,0.0,1008.1,132.0,0.0,24.0,91.2
2005-06-05 09:00:00,0.0,0.0,1008.6,102.0,0.93,23.8,92.8
2005-06-05 12:00:00,2.0,0.0,1009.9,114.0,318.52,28.5,67.2
2005-06-05 15:00:00,4.0,0.0,1008.3,126.0,583.33,29.6,59.2
2005-06-05 18:00:00,3.0,0.2,1006.2,135.0,525.93,30.2,64.0
2005-06-05 21:00:00,1.0,4.6,1006.6,114.0,96.3,26.4,88.0
2005-06-06 00:00:00,1.0,1.6,1009.2,90.0,0.0,24.2,91.2
2005-06-06 03:00:00,1.0,2.0,1008.2,129.0,0.0,23.8,89.6
2005-06-06 06:00:00,0.0,0.0,1006.7,183.0,0.0,23.7,91.2
